names,Subscribers,Views,Subscriber 2,Views 2,Subscibers 3,Views 3,Subscribers 4,Views 4
26-Mar-05,157.4293478,9081.733696,,,61.14515093,22471.44752,0.383548983,36.25415896
27-Mar-05,159.326087,9191.152174,,,61.18304432,22501.22399,0.388170055,36.48613678
28-Mar-05,161.2228261,9300.570652,,,61.2209377,22531.00047,0.392791128,36.7181146
29-Mar-05,163.1195652,9409.98913,,,61.25883109,22560.77694,0.3974122,36.95009242
30-Mar-05,165.0163043,9519.407609,,,61.29672447,22590.55342,0.402033272,37.18207024
31-Mar-05,166.9130435,9628.826087,,,61.33461785,22620.3299,0.406654344,37.41404806
1-Apr-05,168.8097826,9738.244565,,,61.37251124,22650.10637,0.411275416,37.64602588
2-Apr-05,170.7065217,9847.663043,,,61.41040462,22679.88285,0.415896488,37.8780037
3-Apr-05,172.6032609,9957.081522,,,61.44829801,22709.65933,0.42051756,38.10998152
4-Apr-05,174.5,10066.5,,,61.48619139,22739.4358,0.425138632,38.34195933
5-Apr-05,176.3967391,10175.91848,,,61.52408478,22769.21228,0.429759704,38.57393715
6-Apr-05,178.2934783,10285.33696,,,61.56197816,22798.98875,0.434380776,38.80591497
7-Apr-05,180.1902174,10394.75543,,,61.59987155,22828.76523,0.439001848,39.03789279
8-Apr-05,182.0869565,10504.17391,,,61.63776493,22858.54171,0.443622921,39.26987061
9-Apr-05,183.9836957,10613.59239,,,61.67565832,22888.31818,0.448243993,39.50184843
10-Apr-05,185.8804348,10723.01087,,,61.7135517,22918.09466,0.452865065,39.73382625
11-Apr-05,187.7771739,10832.42935,,,61.75144509,22947.87113,0.457486137,39.96580407
12-Apr-05,189.673913,10941.84783,,,61.78933847,22977.64761,0.462107209,40.19778189
13-Apr-05,191.5706522,11051.2663,,,61.82723186,23007.42409,0.466728281,40.4297597
14-Apr-05,193.4673913,11160.68478,,,61.86512524,23037.20056,0.471349353,40.66173752
15-Apr-05,195.3641304,11270.10326,,,61.90301863,23066.97704,0.475970425,40.89371534
16-Apr-05,197.2608696,11379.52174,,,61.94091201,23096.75351,0.480591497,41.12569316
17-Apr-05,199.1576087,11488.94022,,,61.97880539,23126.52999,0.485212569,41.35767098
18-Apr-05,201.0543478,11598.3587,,,62.01669878,23156.30647,0.489833641,41.5896488
19-Apr-05,202.951087,11707.77717,,,62.05459216,23186.08294,0.494454713,41.82162662
20-Apr-05,204.8478261,11817.19565,,,62.09248555,23215.85942,0.499075786,42.05360444
21-Apr-05,206.7445652,11926.61413,,,62.13037893,23245.6359,0.503696858,42.28558226
22-Apr-05,208.6413043,12036.03261,,,62.16827232,23275.41237,0.50831793,42.51756007
23-Apr-05,210.5380435,12145.45109,,,62.2061657,23305.18885,0.512939002,42.74953789
24-Apr-05,212.4347826,12254.86957,,,62.24405909,23334.96532,0.517560074,42.98151571
25-Apr-05,214.3315217,12364.28804,,,62.28195247,23364.7418,0.522181146,43.21349353
26-Apr-05,216.2282609,12473.70652,,,62.31984586,23394.51828,0.526802218,43.44547135
27-Apr-05,218.125,12583.125,,,62.35773924,23424.29475,0.53142329,43.67744917
28-Apr-05,220.0217391,12692.54348,,,62.39563263,23454.07123,0.536044362,43.90942699
29-Apr-05,221.9184783,12801.96196,,,62.43352601,23483.8477,0.540665434,44.14140481
30-Apr-05,223.8152174,12911.38043,,,62.4714194,23513.62418,0.545286506,44.37338262
1-May-05,225.7119565,13020.79891,,,62.50931278,23543.40066,0.549907579,44.60536044
2-May-05,227.6086957,13130.21739,,,62.54720617,23573.17713,0.554528651,44.83733826
3-May-05,229.5054348,13239.63587,,,62.58509955,23602.95361,0.559149723,45.06931608
4-May-05,231.4021739,13349.05435,,,62.62299294,23632.73008,0.563770795,45.3012939
5-May-05,233.298913,13458.47283,,,62.66088632,23662.50656,0.568391867,45.53327172
6-May-05,235.1956522,13567.8913,,,62.6987797,23692.28304,0.573012939,45.76524954
7-May-05,237.0923913,13677.30978,,,62.73667309,23722.05951,0.577634011,45.99722736
8-May-05,238.9891304,13786.72826,,,62.77456647,23751.83599,0.582255083,46.22920518
9-May-05,240.8858696,13896.14674,,,62.81245986,23781.61246,0.586876155,46.46118299
10-May-05,242.7826087,14005.56522,,,62.85035324,23811.38894,0.591497227,46.69316081
11-May-05,244.6793478,14114.9837,,,62.88824663,23841.16542,0.596118299,46.92513863
12-May-05,246.576087,14224.40217,,,62.92614001,23870.94189,0.600739372,47.15711645
13-May-05,248.4728261,14333.82065,,,62.9640334,23900.71837,0.605360444,47.38909427
14-May-05,250.3695652,14443.23913,,,63.00192678,23930.49485,0.609981516,47.62107209
15-May-05,252.2663043,14552.65761,,,63.03982017,23960.27132,0.614602588,47.85304991
16-May-05,254.1630435,14662.07609,,,63.07771355,23990.0478,0.61922366,48.08502773
17-May-05,256.0597826,14771.49457,,,63.11560694,24019.82427,0.623844732,48.31700555
18-May-05,257.9565217,14880.91304,,,63.15350032,24049.60075,0.628465804,48.54898336
19-May-05,259.8532609,14990.33152,,,63.19139371,24079.37723,0.633086876,48.78096118
20-May-05,261.75,15099.75,,,63.22928709,24109.1537,0.637707948,49.012939
21-May-05,263.6467391,15209.16848,,,63.26718048,24138.93018,0.64232902,49.24491682
22-May-05,265.5434783,15318.58696,,,63.30507386,24168.70665,0.646950092,49.47689464
23-May-05,267.4402174,15428.00543,,,63.34296724,24198.48313,0.651571165,49.70887246
24-May-05,269.3369565,15537.42391,,,63.38086063,24228.25961,0.656192237,49.94085028
25-May-05,271.2336957,15646.84239,,,63.41875401,24258.03608,0.660813309,50.1728281
26-May-05,273.1304348,15756.26087,,,63.4566474,24287.81256,0.665434381,50.40480591
27-May-05,275.0271739,15865.67935,,,63.49454078,24317.58903,0.670055453,50.63678373
28-May-05,276.923913,15975.09783,,,63.53243417,24347.36551,0.674676525,50.86876155
29-May-05,278.8206522,16084.5163,,,63.57032755,24377.14199,0.679297597,51.10073937
30-May-05,280.7173913,16193.93478,,,63.60822094,24406.91846,0.683918669,51.33271719
31-May-05,282.6141304,16303.35326,,,63.64611432,24436.69494,0.688539741,51.56469501
1-Jun-05,284.5108696,16412.77174,,,63.68400771,24466.47142,0.693160813,51.79667283
2-Jun-05,286.4076087,16522.19022,,,63.72190109,24496.24789,0.697781885,52.02865065
3-Jun-05,288.3043478,16631.6087,,,63.75979448,24526.02437,0.702402957,52.26062847
4-Jun-05,290.201087,16741.02717,,,63.79768786,24555.80084,0.70702403,52.49260628
5-Jun-05,292.0978261,16850.44565,,,63.83558125,24585.57732,0.711645102,52.7245841
6-Jun-05,293.9945652,16959.86413,,,63.87347463,24615.3538,0.716266174,52.95656192
7-Jun-05,295.8913043,17069.28261,,,63.91136802,24645.13027,0.720887246,53.18853974
8-Jun-05,297.7880435,17178.70109,,,63.9492614,24674.90675,0.725508318,53.42051756
9-Jun-05,299.6847826,17288.11957,,,63.98715478,24704.68322,0.73012939,53.65249538
10-Jun-05,301.5815217,17397.53804,,,64.02504817,24734.4597,0.734750462,53.8844732
11-Jun-05,303.4782609,17506.95652,,,64.06294155,24764.23618,0.739371534,54.11645102
12-Jun-05,305.375,17616.375,,,64.10083494,24794.01265,0.743992606,54.34842884
13-Jun-05,307.2717391,17725.79348,,,64.13872832,24823.78913,0.748613678,54.58040665
14-Jun-05,309.1684783,17835.21196,,,64.17662171,24853.5656,0.75323475,54.81238447
15-Jun-05,311.0652174,17944.63043,,,64.21451509,24883.34208,0.757855823,55.04436229
16-Jun-05,312.9619565,18054.04891,,,64.25240848,24913.11856,0.762476895,55.27634011
17-Jun-05,314.8586957,18163.46739,,,64.29030186,24942.89503,0.767097967,55.50831793
18-Jun-05,316.7554348,18272.88587,,,64.32819525,24972.67151,0.771719039,55.74029575
19-Jun-05,318.6521739,18382.30435,,,64.36608863,25002.44799,0.776340111,55.97227357
20-Jun-05,320.548913,18491.72283,,,64.40398202,25032.22446,0.780961183,56.20425139
21-Jun-05,322.4456522,18601.1413,,,64.4418754,25062.00094,0.785582255,56.43622921
22-Jun-05,324.3423913,18710.55978,,,64.47976879,25091.77741,0.790203327,56.66820702
23-Jun-05,326.2391304,18819.97826,,,64.51766217,25121.55389,0.794824399,56.90018484
24-Jun-05,328.1358696,18929.39674,,,64.55555556,25151.33037,0.799445471,57.13216266
25-Jun-05,330.0326087,19038.81522,,,64.59344894,25181.10684,0.804066543,57.36414048
26-Jun-05,331.9293478,19148.2337,,,64.63134232,25210.88332,0.808687616,57.5961183
27-Jun-05,333.826087,19257.65217,,,64.66923571,25240.65979,0.813308688,57.82809612
28-Jun-05,335.7228261,19367.07065,,,64.70712909,25270.43627,0.81792976,58.06007394
29-Jun-05,337.6195652,19476.48913,,,64.74502248,25300.21275,0.822550832,58.29205176
30-Jun-05,339.5163043,19585.90761,,,64.78291586,25329.98922,0.827171904,58.52402957
1-Jul-05,341.4130435,19695.32609,,,64.82080925,25359.7657,0.831792976,58.75600739
2-Jul-05,343.3097826,19804.74457,,,64.85870263,25389.54217,0.836414048,58.98798521
3-Jul-05,345.2065217,19914.16304,,,64.89659602,25419.31865,0.84103512,59.21996303
4-Jul-05,347.1032609,20023.58152,,,64.9344894,25449.09513,0.845656192,59.45194085
5-Jul-05,349,20133,,,64.97238279,25478.8716,0.850277264,59.68391867
6-Jul-05,364,23147,,,65.01027617,25508.64808,0.854898336,59.91589649
7-Jul-05,370,24058,,,65.04816956,25538.42455,0.859519409,60.14787431
8-Jul-05,374,24580,,,65.08606294,25568.20103,0.864140481,60.37985213
9-Jul-05,381,25143,,,65.12395633,25597.97751,0.868761553,60.61182994
10-Jul-05,389,25745,,,65.16184971,25627.75398,0.873382625,60.84380776
11-Jul-05,391,26053,,,65.1997431,25657.53046,0.878003697,61.07578558
12-Jul-05,395,26299,,,65.23763648,25687.30694,0.882624769,61.3077634
13-Jul-05,397,26454,,,65.27552987,25717.08341,0.887245841,61.53974122
14-Jul-05,400,26696,,,65.31342325,25746.85989,0.891866913,61.77171904
15-Jul-05,400.5,26794.5,,,65.35131663,25776.63636,0.896487985,62.00369686
16-Jul-05,401,26893,,,65.38921002,25806.41284,0.901109057,62.23567468
17-Jul-05,419,27543,,,65.4271034,25836.18932,0.905730129,62.4676525
18-Jul-05,425,27786.5,,,65.46499679,25865.96579,0.910351201,62.69963031
19-Jul-05,431,28030,,,65.50289017,25895.74227,0.914972274,62.93160813
20-Jul-05,437,28548,,,65.54078356,25925.51874,0.919593346,63.16358595
21-Jul-05,441,28928,,,65.57867694,25955.29522,0.924214418,63.39556377
22-Jul-05,443,29185.5,,,65.61657033,25985.0717,0.92883549,63.62754159
23-Jul-05,445,29443,,,65.65446371,26014.84817,0.933456562,63.85951941
24-Jul-05,450,30324,,,65.6923571,26044.62465,0.938077634,64.09149723
25-Jul-05,457,30792,,,65.73025048,26074.40112,0.942698706,64.32347505
26-Jul-05,461,31048,,,65.76814387,26104.1776,0.947319778,64.55545287
27-Jul-05,462,31350,,,65.80603725,26133.95408,0.95194085,64.78743068
28-Jul-05,465,31596,,,65.84393064,26163.73055,0.956561922,65.0194085
29-Jul-05,468,31704,,,65.88182402,26193.50703,0.961182994,65.25138632
30-Jul-05,471,31812,,,65.91971741,26223.28351,0.965804067,65.48336414
31-Jul-05,473,32223,,,65.95761079,26253.05998,0.970425139,65.71534196
1-Aug-05,478,32838,,,65.99550417,26282.83646,0.975046211,65.94731978
2-Aug-05,486,33315,,,66.03339756,26312.61293,0.979667283,66.1792976
3-Aug-05,493,34421,,,66.07129094,26342.38941,0.984288355,66.41127542
4-Aug-05,498,34897,,,66.10918433,26372.16589,0.988909427,66.64325323
5-Aug-05,513,35357,,,66.14707771,26401.94236,0.993530499,66.87523105
6-Aug-05,518,36065.5,,,66.1849711,26431.71884,0.998151571,67.10720887
7-Aug-05,533,36774,,,66.22286448,26461.49531,1.002772643,67.33918669
8-Aug-05,545,37544,,,66.26075787,26491.27179,1.007393715,67.57116451
9-Aug-05,566,38070,,,66.29865125,26521.04827,1.012014787,67.80314233
10-Aug-05,574,38508,,,66.33654464,26550.82474,1.01663586,68.03512015
11-Aug-05,587,38901,,,66.37443802,26580.60122,1.021256932,68.26709797
12-Aug-05,602,40043,,,66.41233141,26610.37769,1.025878004,68.49907579
13-Aug-05,615,41286,,,66.45022479,26640.15417,1.030499076,68.7310536
14-Aug-05,628,42529,,,66.48811818,26669.93065,1.035120148,68.96303142
15-Aug-05,645,43611,,,66.52601156,26699.70712,1.03974122,69.19500924
16-Aug-05,657,44609,,,66.56390495,26729.4836,1.044362292,69.42698706
17-Aug-05,665.5,45588,,,66.60179833,26759.26007,1.048983364,69.65896488
18-Aug-05,674,46567,,,66.63969171,26789.03655,1.053604436,69.8909427
19-Aug-05,684,47760,,,66.6775851,26818.81303,1.058225508,70.12292052
20-Aug-05,696,48611,,,66.71547848,26848.5895,1.06284658,70.35489834
21-Aug-05,708,49574,,,66.75337187,26878.36598,1.067467652,70.58687616
22-Aug-05,717,50604,,,66.79126525,26908.14246,1.072088725,70.81885397
23-Aug-05,741,51504,,,66.82915864,26937.91893,1.076709797,71.05083179
24-Aug-05,750,52604,,,66.86705202,26967.69541,1.081330869,71.28280961
25-Aug-05,772,54806,,,66.90494541,26997.47188,1.085951941,71.51478743
26-Aug-05,797,56541,,,66.94283879,27027.24836,1.090573013,71.74676525
27-Aug-05,816,58094,,,66.98073218,27057.02484,1.095194085,71.97874307
28-Aug-05,838,59997,,,67.01862556,27086.80131,1.099815157,72.21072089
29-Aug-05,857,61558,,,67.05651895,27116.57779,1.104436229,72.44269871
30-Aug-05,886,63154,,,67.09441233,27146.35426,1.109057301,72.67467652
31-Aug-05,918,65071,,,67.13230572,27176.13074,1.113678373,72.90665434
1-Sep-05,934,66909,,,67.1701991,27205.90722,1.118299445,73.13863216
2-Sep-05,957,69589,,,67.20809249,27235.68369,1.122920518,73.37060998
3-Sep-05,982,71675,,,67.24598587,27265.46017,1.12754159,73.6025878
4-Sep-05,1005,73426,,,67.28387925,27295.23664,1.132162662,73.83456562
5-Sep-05,1037,75186,,,67.32177264,27325.01312,1.136783734,74.06654344
6-Sep-05,1057,77309,,,67.35966602,27354.7896,1.141404806,74.29852126
7-Sep-05,1077,79266,,,67.39755941,27384.56607,1.146025878,74.53049908
8-Sep-05,1093,80713,,,67.43545279,27414.34255,1.15064695,74.76247689
9-Sep-05,1111,83206,,,67.47334618,27444.11903,1.155268022,74.99445471
10-Sep-05,1129,85445,,,67.51123956,27473.8955,1.159889094,75.22643253
11-Sep-05,1153,87684,,,67.54913295,27503.67198,1.164510166,75.45841035
12-Sep-05,1180,90345,,,67.58702633,27533.44845,1.169131238,75.69038817
13-Sep-05,1215,93159,,,67.62491972,27563.22493,1.173752311,75.92236599
14-Sep-05,1235,96655,,,67.6628131,27593.00141,1.178373383,76.15434381
15-Sep-05,1264,98166,,,67.70070649,27622.77788,1.182994455,76.38632163
16-Sep-05,1293,99677,,,67.73859987,27652.55436,1.187615527,76.61829945
17-Sep-05,1318,105420,,,67.77649326,27682.33083,1.192236599,76.85027726
18-Sep-05,1348,108579,,,67.81438664,27712.10731,1.196857671,77.08225508
19-Sep-05,1365,112082.5,,,67.85228003,27741.88379,1.201478743,77.3142329
20-Sep-05,1391,115586,,,67.89017341,27771.66026,1.206099815,77.54621072
21-Sep-05,1410,118225,,,67.9280668,27801.43674,1.210720887,77.77818854
22-Sep-05,1435,121423,,,67.96596018,27831.21321,1.215341959,78.01016636
23-Sep-05,1458,124689,,,68.00385356,27860.98969,1.219963031,78.24214418
24-Sep-05,1481,127567.5,,,68.04174695,27890.76617,1.224584104,78.474122
25-Sep-05,1509,130446,,,68.07964033,27920.54264,1.229205176,78.70609982
26-Sep-05,1535,133817,,,68.11753372,27950.31912,1.233826248,78.93807763
27-Sep-05,1557,136423,,,68.1554271,27980.0956,1.23844732,79.17005545
28-Sep-05,1586,139125,,,68.19332049,28009.87207,1.243068392,79.40203327
29-Sep-05,1607,142335,,,68.23121387,28039.64855,1.247689464,79.63401109
30-Sep-05,1627,145500,,,68.26910726,28069.42502,1.252310536,79.86598891
1-Oct-05,1654,148565.5,,,68.30700064,28099.2015,1.256931608,80.09796673
2-Oct-05,1681,151631,,,68.34489403,28128.97798,1.26155268,80.32994455
3-Oct-05,1719,155022,,,68.38278741,28158.75445,1.266173752,80.56192237
4-Oct-05,1746,159172,,,68.4206808,28188.53093,1.270794824,80.79390018
5-Oct-05,1776,162837,,,68.45857418,28218.3074,1.275415896,81.025878
6-Oct-05,1809,166038,,,68.49646757,28248.08388,1.280036969,81.25785582
7-Oct-05,1833,169126,,,68.53436095,28277.86036,1.284658041,81.48983364
8-Oct-05,1863,172562.5,,,68.57225434,28307.63683,1.289279113,81.72181146
9-Oct-05,1900,175999,,,68.61014772,28337.41331,1.293900185,81.95378928
10-Oct-05,1926,179527,,,68.6480411,28367.18978,1.298521257,82.1857671
11-Oct-05,1958,184769,,,68.68593449,28396.96626,1.303142329,82.41774492
12-Oct-05,2004,191214,,,68.72382787,28426.74274,1.307763401,82.64972274
13-Oct-05,2032,194801,,,68.76172126,28456.51921,1.312384473,82.88170055
14-Oct-05,2064,198742,,,68.79961464,28486.29569,1.317005545,83.11367837
15-Oct-05,2101,202737,,,68.83750803,28516.07216,1.321626617,83.34565619
16-Oct-05,2135,206732,,,68.87540141,28545.84864,1.326247689,83.57763401
17-Oct-05,2182,210992,,,68.9132948,28575.62512,1.330868762,83.80961183
18-Oct-05,2222,215419,,,68.95118818,28605.40159,1.335489834,84.04158965
19-Oct-05,2252,219573.5,,,68.98908157,28635.17807,1.340110906,84.27356747
20-Oct-05,2273,223728,,,69.02697495,28664.95455,1.344731978,84.50554529
21-Oct-05,2302,228100,,,69.06486834,28694.73102,1.34935305,84.73752311
22-Oct-05,2345,230324.5,,,69.10276172,28724.5075,1.353974122,84.96950092
23-Oct-05,2405,232549,,,69.14065511,28754.28397,1.358595194,85.20147874
24-Oct-05,2440,238971,,,69.17854849,28784.06045,1.363216266,85.43345656
25-Oct-05,2479,251493,,,69.21644188,28813.83693,1.367837338,85.66543438
26-Oct-05,2518,255978,,,69.25433526,28843.6134,1.37245841,85.8974122
27-Oct-05,2560,260463,,,69.29222864,28873.38988,1.377079482,86.12939002
28-Oct-05,2593,262542,,,69.33012203,28903.16635,1.381700555,86.36136784
29-Oct-05,2623,264621,,,69.36801541,28932.94283,1.386321627,86.59334566
30-Oct-05,2648,273761,,,69.4059088,28962.71931,1.390942699,86.82532348
31-Oct-05,2671,278091,,,69.44380218,28992.49578,1.395563771,87.05730129
1-Nov-05,2710,282503,,,69.48169557,29022.27226,1.400184843,87.28927911
2-Nov-05,2741,286699,,,69.51958895,29052.04873,1.404805915,87.52125693
3-Nov-05,2783,290997,,,69.55748234,29081.82521,1.409426987,87.75323475
4-Nov-05,2827,294956,,,69.59537572,29111.60169,1.414048059,87.98521257
5-Nov-05,2859,300521,,,69.63326911,29141.37816,1.418669131,88.21719039
6-Nov-05,2891,306086,,,69.67116249,29171.15464,1.423290203,88.44916821
7-Nov-05,2919,311346,,,69.70905588,29200.93112,1.427911275,88.68114603
8-Nov-05,2946,315270,,,69.74694926,29230.70759,1.432532348,88.91312384
9-Nov-05,2965,318908,,,69.78484265,29260.48407,1.43715342,89.14510166
10-Nov-05,2984,321513,,,69.82273603,29290.26054,1.441774492,89.37707948
11-Nov-05,3024,324347,,,69.86062942,29320.03702,1.446395564,89.6090573
12-Nov-05,3052,329179,,,69.8985228,29349.8135,1.451016636,89.84103512
13-Nov-05,3091,334011,,,69.93641618,29379.58997,1.455637708,90.07301294
14-Nov-05,3121,337937,,,69.97430957,29409.36645,1.46025878,90.30499076
15-Nov-05,3148,342107,,,70.01220295,29439.14292,1.464879852,90.53696858
16-Nov-05,3183,347523,,,70.05009634,29468.9194,1.469500924,90.7689464
17-Nov-05,3202,353767,,,70.08798972,29498.69588,1.474121996,91.00092421
18-Nov-05,3245,360232,,,70.12588311,29528.47235,1.478743068,91.23290203
19-Nov-05,3284,369555.5,,,70.16377649,29558.24883,1.48336414,91.46487985
20-Nov-05,3316,378879,,,70.20166988,29588.0253,1.487985213,91.69685767
