Date,Subscribers,Views,Subscriber 2,Views 2,Subscibers 3,Views 3,Subscribers 4,Views 4
"Aug 04, 2015",20231,,,,,,,
"Aug 05, 2015",20305,4042739,,,,,,
"Aug 06, 2015",20372,4072714,,,,,,
"Aug 07, 2015",20440,4094273,,,,,,
"Aug 08, 2015",20514,4116916,,,,,,
"Aug 09, 2015",20590,4137724,,,,,,
"Aug 10, 2015",20683,4155683,,,,,,
"Aug 11, 2015",20751,4177854,,,,,,
"Aug 12, 2015",20819,,,,,,,
"Aug 13, 2015",20937,4214388,,,,,,
"Aug 14, 2015",21062,4194518,,,,,,
"Aug 15, 2015",21164,4219978,,,,,,
"Aug 16, 2015",21247,4244204,,,,,,
"Aug 17, 2015",21340,4266428,,,,,,
"Aug 18, 2015",21421,,,,,,,
"Aug 19, 2015",21503,4311592,,,,,,
"Aug 20, 2015",21608,4333460,,,,,,
"Aug 21, 2015",21690,4356758,,,,,,
"Aug 22, 2015",21819,4378135,,,,,,
"Aug 23, 2015",22101,4397620,,,,,,
"Aug 24, 2015",22339,4423866,,,,,,
"Aug 25, 2015",22508,,,,,,,
"Aug 26, 2015",22665,4486172,,,,,,
"Aug 27, 2015",22852,4507876,,,,,,
"Aug 28, 2015",23038,4529686,,,,,,
"Aug 29, 2015",23176,4555817,,,,,,
"Aug 30, 2015",23301,4577923,,,,,,
"Aug 31, 2015",23422,4602812,,,,,,
"Sep 01, 2015",23503,4628994,,,,,,
"Sep 02, 2015",23667,4649731,,,,,,
"Sep 03, 2015",23817,4670275,,,,,,
"Sep 04, 2015",23958,4692772,,,,,,
"Sep 05, 2015",24115,4719178,,,,,,
"Sep 06, 2015",24278,4746311,,,,,,
"Sep 07, 2015",24406,4772050,,,,,,
"Sep 08, 2015",24493,,,,,,,
"Sep 09, 2015",24591,4827246,,,,,,
"Sep 10, 2015",24668,4848864,,,,,,
"Sep 11, 2015",24795,4870575,,,,,,
"Sep 12, 2015",24965,4891599,,,,,,
"Sep 13, 2015",25110,4911661,,,,,,
"Sep 14, 2015",25206,4938667,,,,,,
"Sep 15, 2015",25324,4972325,,,,,,
"Sep 16, 2015",25393,4991828,,,,,,
"Sep 17, 2015",25487,5007395,,,,,,
"Sep 18, 2015",25577,5025290,,,,,,
"Sep 19, 2015",25714,5045834,,,,,,
"Sep 20, 2015",25858,5066033,,,,,,
"Sep 21, 2015",26016,5092851,,,,,,
"Sep 22, 2015",26089,5124153,,,,,,
"Sep 23, 2015",26208,5147180,,,,,,
"Sep 24, 2015",26303,5164451,,,,,,
"Sep 25, 2015",26386,5184176,,,,,,
"Sep 26, 2015",26454,5200319,,,,,,
"Sep 27, 2015",26582,5215230,,,,,,
"Sep 28, 2015",26680,5238647,,,,,,
"Sep 29, 2015",26750,5270332,,,,,,
"Sep 30, 2015",26840,5290768,,,,,,
"Oct 01, 2015",26928,5308757,,,,,,
"Oct 02, 2015",27013,5327025,,,,,,
"Oct 03, 2015",27139,5347962,,,,,,
"Oct 04, 2015",27286,5370127,,,,,,
"Oct 05, 2015",27368,5395947,,,,,,
"Oct 06, 2015",27439,5422018,,,,,,
"Oct 07, 2015",27486,5438197,,,,,,
"Oct 08, 2015",27545,5451322,,,,,,
"Oct 09, 2015",27670,5467737,,,,,,
"Oct 10, 2015",27807,5486255,,,,,,
"Oct 11, 2015",27914,5503438,,,,,,
"Oct 12, 2015",28003,5526913,,,,,,
"Oct 13, 2015",28051,5547667,,,,,,
"Oct 14, 2015",28118,5573786,,,,,,
"Oct 15, 2015",28179,5599811,,,,,,
"Oct 16, 2015",28307,5620514,,,,,,
"Oct 17, 2015",28449,5638562,,,,,,
"Oct 18, 2015",28605,5660497,,,,,,
"Oct 19, 2015",28711,5686417,,,,,,
"Oct 20, 2015",28821,,,,,,,
"Oct 21, 2015",28919,5737604,,,,,,
"Oct 22, 2015",28993,5761212,,,,,,
"Oct 23, 2015",29126,5781778,,,,,,
"Oct 24, 2015",29274,5799845,,,,,,
"Oct 25, 2015",29422,5820296,,,,,,
"Oct 26, 2015",29533,5846430,,,,,,
"Oct 27, 2015",29658,,,,,,,
"Oct 28, 2015",29781,5898288,,,,,,
"Oct 29, 2015",29940,5922841,,,,,,
"Oct 30, 2015",30049,5946939,,,,,,
"Oct 31, 2015",30163,5966310,,,,,,
"Nov 01, 2015",30351,5983565,,,,,,
"Nov 02, 2015",30470,6007456,,,,,,
"Nov 03, 2015",30545,,,,,,,
"Nov 04, 2015",30654,6057957,,,,,,
"Nov 05, 2015",30735,6076776,,,,,,
"Nov 06, 2015",30834,6098195,,,,,,
"Nov 07, 2015",30963,6119148,,,,,,
"Nov 08, 2015",31120,6144100,,,,,,
"Nov 09, 2015",31248,6171881,,,,,,
"Nov 10, 2015",31347,,,,,,,
"Nov 11, 2015",31448,,,,,,,
"Nov 12, 2015",31542,6242699,,,,,,
"Nov 13, 2015",31595,6266061,,,,,,
"Nov 14, 2015",31717,6287036,,,,,,
"Nov 15, 2015",31846,6310275,,,,,,
"Nov 16, 2015",31958,6343814,,,,,,
"Nov 17, 2015",32053,6368800,,,,,,
"Nov 18, 2015",32154,6394525,,,,,,
"Nov 19, 2015",32233,6416499,,,,,,
"Nov 20, 2015",32343,6435055,,,,,,
"Nov 21, 2015",32467,,,,,,,
"Nov 22, 2015",32578,,,,,,,
"Nov 23, 2015",32667,,,,,,,
"Nov 24, 2015",32743,,,,,,,
"Nov 25, 2015",32854,,,,,,,
"Nov 26, 2015",32938,,,,,,,
"Nov 27, 2015",33014,,,,,,,
"Nov 28, 2015",33146,,,,,,,
"Nov 29, 2015",33264,,,,,,,
"Nov 30, 2015",33376,,,,,,,
"Dec 01, 2015",33451,,,,,,,
"Dec 02, 2015",33536,,,,,,,
"Dec 03, 2015",33600,,,,,,,
"Dec 04, 2015",33661,,,,,,,
"Dec 05, 2015",33814,,,,,,,
"Dec 06, 2015",33938,,,,,,,
"Dec 07, 2015",34018,,,,,,,
"Dec 08, 2015",34074,,,,,,,
"Dec 09, 2015",34156,,,,,,,
"Dec 10, 2015",34223,,,,,,,
"Dec 11, 2015",34287,,,,,,,
"Dec 12, 2015",34412,,,,,,,
"Dec 13, 2015",34551,,,,,,,
"Dec 14, 2015",34663,,,,,,,
"Dec 15, 2015",34735,,,,,,,
"Dec 16, 2015",34806,,,,,,,
"Dec 17, 2015",34876,,,,,,,
"Dec 18, 2015",34937,,,,,,,
"Dec 19, 2015",35028,,,,,,,
"Dec 20, 2015",35127,,,,,,,
"Dec 21, 2015",35215,,,,,,,
"Dec 22, 2015",35298,,,,,,,
"Dec 23, 2015",35375,,,,,,,
"Dec 24, 2015",35483,,,,,,,
"Dec 25, 2015",35615,,,,,,,
"Dec 26, 2015",35861,,,,,,,
"Dec 27, 2015",36331,,,,,,,
"Dec 28, 2015",36660,,,,,,,
"Dec 29, 2015",36953,,,,,,,
"Dec 30, 2015",37233,,,,,,,
"Dec 31, 2015",37514,,,,,,,
"Jan 01, 2016",37960,,,,,,,
"Jan 02, 2016",38313,,,,,,,
"Jan 03, 2016",38642,,,,,,,
"Jan 04, 2016",38787,,,,,,,
"Jan 05, 2016",38958,,,,,,,
"Jan 06, 2016",39128,,,,,,,
"Jan 07, 2016",39278,,,,,,,
"Jan 08, 2016",39437,,,,,,,
"Jan 09, 2016",39711,,,,,,,
"Jan 10, 2016",39909,,,,,,,
"Jan 11, 2016",40033,,,,,,,
"Jan 12, 2016",40216,,,,,,,
"Jan 13, 2016",40460,,,,,,,
"Jan 14, 2016",40712,,,,,,,
"Jan 15, 2016",40945,,,,,,,
"Jan 16, 2016",41174,,,,,,,
"Jan 17, 2016",41374,,,,,,,
"Jan 18, 2016",41564,,,,,,,
"Jan 19, 2016",41685,,,,,,,
"Jan 20, 2016",41879,,,,,,,
"Jan 21, 2016",42040,,,,,,,
"Jan 22, 2016",42213,,,,,,,
"Jan 23, 2016",42307,,,,,,,
"Jan 24, 2016",42384,,,,,,,
"Jan 25, 2016",42535,,,,,,,
"Jan 26, 2016",42736,,,,,,,
"Jan 27, 2016",42946,,,,,,,
"Jan 28, 2016",43076,,,,,,,
"Jan 29, 2016",43281,,,,,,,
"Jan 30, 2016",43616,,,,,,,
"Jan 31, 2016",43898,,,,,,,
"Feb 01, 2016",44032,,,,,,,
"Feb 02, 2016",44160,,,,,,,
"Feb 03, 2016",44286,,,,,,,
"Feb 04, 2016",44437,,,,,,,
"Feb 05, 2016",44497,,,,,,,
"Feb 06, 2016",44560,,,,,,,
"Feb 07, 2016",44643,,,,,,,
"Feb 08, 2016",44731,,,,,,,
"Feb 09, 2016",44837,,,,,,,
"Feb 10, 2016",44976,,,,,,,
"Feb 11, 2016",45218,,,,,,,
"Feb 12, 2016",46074,,,,,,,
"Feb 13, 2016",46663,,,,,,,
"Feb 14, 2016",47162,,,,,,,
"Feb 15, 2016",47498,,,,,,,
"Feb 16, 2016",47733,,,,,,,
"Feb 17, 2016",47749,,,,,,,
"Feb 18, 2016",47879,,,,,,,
"Feb 19, 2016",48068,,,,,,,
"Feb 20, 2016",48265,,,,,,,
"Feb 21, 2016",48546,,,,,,,
"Feb 22, 2016",50343,,,,,,,
"Feb 23, 2016",51537,,,,,,,
"Feb 24, 2016",51956,,,,,,,
"Feb 25, 2016",52071,,,,,,,
"Feb 26, 2016",52216,,,,,,,
"Feb 27, 2016",52458,,,,,,,
"Feb 28, 2016",52697,,,,,,,
"Feb 29, 2016",52819,,,,,,,
"Mar 01, 2016",52954,,,,,,,
"Mar 02, 2016",53088,,,,,,,
"Mar 03, 2016",53219,,,,,,,
"Mar 04, 2016",53372,,,,,,,
"Mar 05, 2016",53568,,,,,,,
"Mar 06, 2016",53719,,,,,,,
"Mar 07, 2016",53835,,,,,,,
"Mar 08, 2016",53901,,,,,,,
"Mar 09, 2016",53992,,,,,,,
"Mar 10, 2016",54178,,,,,,,
"Mar 11, 2016",54191,,,,,,,
"Mar 12, 2016",54268,,,,,,,
"Mar 13, 2016",54390,,,,,,,
"Mar 14, 2016",54484,,,,,,,
"Mar 15, 2016",54606,,,,,,,
"Mar 16, 2016",54687,,,,,,,
"Mar 17, 2016",54796,,,,,,,
"Mar 18, 2016",54903,,,,,,,
"Mar 19, 2016",55106,,,,,,,
"Mar 20, 2016",55243,,,,,,,
"Mar 21, 2016",55375,,,,,,,
"Mar 22, 2016",55475,,,,,,,
"Mar 23, 2016",55555,,,,,,,
"Mar 24, 2016",55684,,,,,,,
"Mar 25, 2016",55832,,,,,,,
"Mar 26, 2016",55989,,,,,,,
"Mar 27, 2016",56145,,,,,,,
"Mar 28, 2016",56254,,,,,,,
"Mar 29, 2016",56359,,,,,,,
"Mar 30, 2016",56460,,,,,,,
"Mar 31, 2016",56563,,,,,,,
"Apr 01, 2016",56641,,,,,,,
"Apr 02, 2016",56776,,,,,,,
"Apr 03, 2016",56933,,,,,,,
"Apr 04, 2016",57030,,,,,,,
"Apr 05, 2016",57120,,,,,,,
"Apr 06, 2016",57224,,,,,,,
"Apr 07, 2016",57281,,,,,,,
"Apr 08, 2016",57320,,,,,,,
"Apr 09, 2016",57381,,,,,,,
"Apr 10, 2016",57460,,,,,,,
"Apr 11, 2016",57524,,,,,,,
"Apr 12, 2016",57599,,,,,,,
"Apr 13, 2016",57679,,,,,,,
"Apr 14, 2016",57775,,,,,,,
"Apr 15, 2016",57841,,,,,,,
"Apr 16, 2016",58042,,,,,,,
"Apr 17, 2016",58119,,,,,,,
"Apr 18, 2016",58258,,,,,,,
"Apr 19, 2016",58401,,,,,,,
"Apr 20, 2016",58513,,,,,,,
"Apr 21, 2016",58571,,,,,,,
"Apr 22, 2016",58641,,,,,,,
"Apr 23, 2016",58751,,,,,,,
"Apr 24, 2016",58850,,,,,,,
"Apr 25, 2016",58946,,,,,,,
"Apr 26, 2016",59008,,,,,,,
"Apr 27, 2016",59076,,,,,,,
"Apr 28, 2016",59107,,,,,,,
"Apr 29, 2016",59201,,,,,,,
"Apr 30, 2016",59279,,,,,,,
"May 01, 2016",59377,,,,,,,
"May 02, 2016",59415,,,,,,,
"May 03, 2016",59478,,,,,,,
"May 04, 2016",59558,,,,,,,
"May 05, 2016",59652,,,,,,,
"May 06, 2016",59710,,,,,,,
"May 07, 2016",59823,,,,,,,
"May 08, 2016",59931,,,,,,,
"May 09, 2016",60038,,,,,,,
"May 10, 2016",60164,,,,,,,
"May 11, 2016",60213,,,,,,,
"May 12, 2016",60294,,,,,,,
"May 13, 2016",60389,,,,,,,
"May 14, 2016",60482,,,,,,,
"May 15, 2016",60610,,,,,,,
"May 16, 2016",60724,,,,,,,
"May 17, 2016",60795,,,,,,,
"May 18, 2016",60870,,,,,,,
"May 19, 2016",60950,,,,,,,
"May 20, 2016",61031,,,,,,,
"May 21, 2016",61156,,,,,,,
"May 22, 2016",61307,,,,,,,
"May 23, 2016",61400,,,,,,,
"May 24, 2016",61497,,,,,,,
"May 25, 2016",61589,,,,,,,
"May 26, 2016",61662,,,,,,,
"May 27, 2016",61742,,,,,,,
"May 28, 2016",61896,,,,,,,
"May 29, 2016",62027,,,,,,,
"May 30, 2016",62184,,,,,,,
"May 31, 2016",62269,,,,,,,
"Jun 01, 2016",62542,,,,,,,
"Jun 02, 2016",62816,,,,,,,
"Jun 03, 2016",63054,,,,,,,
"Jun 04, 2016",63307,,,,,,,
"Jun 05, 2016",63499,,,,,,,
"Jun 06, 2016",63646,,,,,,,
"Jun 07, 2016",63811,,,,,,,
"Jun 08, 2016",63954,,,,,,,
"Jun 09, 2016",64104,,,,,,,
"Jun 10, 2016",64222,,,,,,,
"Jun 11, 2016",64386,,,,,,,
"Jun 12, 2016",64545,,,,,,,
"Jun 13, 2016",64683,,,,,,,
"Jun 14, 2016",65072,,,,,,,
"Jun 15, 2016",65251,,,,,,,
"Jun 16, 2016",65430,,,,,,,
"Jun 17, 2016",65608,,,,,,,
"Jun 18, 2016",65800,,,,,,,
"Jun 19, 2016",65974,,,,,,,
"Jun 20, 2016",66175,,,,,,,
"Jun 21, 2016",66348,,,,,,,
"Jun 22, 2016",66542,,,,,,,
"Jun 23, 2016",66860,,,,,,,
"Jun 24, 2016",68610,,,,,,,
"Jun 25, 2016",70554,,,,,,,
"Jun 26, 2016",71967,,,,,,,
"Jun 27, 2016",73396,,,,,,,
"Jun 28, 2016",71985,,,,,,,
"Jun 29, 2016",72732,,,,,,,
"Jun 30, 2016",73394,,,,,,,
"Jul 01, 2016",74086,,,,,,,
"Jul 02, 2016",74206,,,,,,,
"Jul 03, 2016",74395,,,,,,,
"Jul 04, 2016",74591,,,,,,,
"Jul 05, 2016",74855,,,,,,,
"Jul 06, 2016",75041,,,,,,,
"Jul 07, 2016",75221,,,,,,,
"Jul 08, 2016",75426,,,,,,,
"Jul 09, 2016",75625,,,,,,,
"Jul 10, 2016",75804,,,,,,,
"Jul 11, 2016",75997,,,,,,,
"Jul 12, 2016",76172,,,,,,,
"Jul 13, 2016",76342,,,,,,,
"Jul 14, 2016",76505,,,,,,,
"Jul 15, 2016",76625,,,,,,,
"Jul 16, 2016",76737,,,,,,,
"Jul 17, 2016",76864,,,,,,,
"Jul 18, 2016",76973,,,,,,,
"Jul 19, 2016",77106,,,,,,,
"Jul 20, 2016",77230,,,,,,,
"Jul 21, 2016",77340,,,,,,,
"Jul 22, 2016",77456,,,,,,,
"Jul 23, 2016",77521,,,,,,,
"Jul 24, 2016",77628,,,,,,,
"Jul 25, 2016",77721,,,,,,,
"Jul 26, 2016",77806,,,,,,,
"Jul 27, 2016",77902,,,,,,,
"Jul 28, 2016",78052,,,,,,,
"Jul 29, 2016",78168,,,,,,,
"Jul 30, 2016",78241,,,,,,,
"Jul 31, 2016",78386,,,,,,,
"Aug 01, 2016",78506,,,,,,,
"Aug 02, 2016",78651,,,,,,,
"Aug 03, 2016",78789,,,,,,,
"Aug 04, 2016",78940,,,,,,,
"Aug 05, 2016",79062,,,,,,,
"Aug 06, 2016",79230,,,,,,,
"Aug 07, 2016",79450,,,,,,,
"Aug 08, 2016",79607,,,,,,,
"Aug 09, 2016",80125,,,,,,,
"Aug 10, 2016",82012,,,,,,,
"Aug 11, 2016",84137,,,,,,,
"Aug 12, 2016",85630,,,,,,,
"Aug 13, 2016",85824,,,,,,,
"Aug 14, 2016",86143,,,,,,,
"Aug 15, 2016",86326,,,,,,,
"Aug 16, 2016",86532,,,,,,,
"Aug 17, 2016",86732,,,,,,,
"Aug 18, 2016",86913,,,,,,,
"Aug 19, 2016",87874,,,,,,,
"Aug 20, 2016",88799,,,,,,,
"Aug 21, 2016",89649,,,,,,,
"Aug 22, 2016",90102,,,,,,,
"Aug 23, 2016",90261,,,,,,,
"Aug 24, 2016",90396,,,,,,,
"Aug 25, 2016",90519,,,,,,,
"Aug 26, 2016",90631,,,,,,,
"Aug 27, 2016",90741,,,,,,,
"Aug 28, 2016",90947,,,,,,,
"Aug 29, 2016",91141,,,,,,,
"Aug 30, 2016",91243,,,,,,,
"Aug 31, 2016",91317,,,,,,,
"Sep 01, 2016",91409,,,,,,,
"Sep 02, 2016",91536,,,,,,,
"Sep 03, 2016",91722,,,,,,,
"Sep 04, 2016",91902,,,,,,,
"Sep 05, 2016",92061,,,,,,,
"Sep 06, 2016",92145,,,,,,,
"Sep 07, 2016",92234,,,,,,,
"Sep 08, 2016",92336,,,,,,,
"Sep 09, 2016",92423,,,,,,,
"Sep 10, 2016",92525,,,,,,,
"Sep 11, 2016",92648,,,,,,,
"Sep 12, 2016",92769,,,,,,,
"Sep 13, 2016",92875,,,,,,,
"Sep 14, 2016",92970,,,,,,,
"Sep 15, 2016",93069,,,,,,,
"Sep 16, 2016",93177,,,,,,,
"Sep 17, 2016",93331,,,,,,,
"Sep 18, 2016",93451,,,,,,,
"Sep 19, 2016",93542,,,,,,,
"Sep 20, 2016",93653,,,,,,,
"Sep 21, 2016",93708,,,,,,,
"Sep 22, 2016",93756,,,,,,,
"Sep 23, 2016",93805,,,,,,,
"Sep 24, 2016",93906,,,,,,,
"Sep 25, 2016",94058,,,,,,,
"Sep 26, 2016",94085,,,,,,,
"Sep 27, 2016",94137,,,,,,,
"Sep 28, 2016",94196,,,,,,,
"Sep 29, 2016",94264,,,,,,,
"Sep 30, 2016",94336,,,,,,,
"Oct 01, 2016",94438,,,,,,,
"Oct 02, 2016",94559,,,,,,,
"Oct 03, 2016",94637,,,,,,,
"Oct 04, 2016",94719,,,,,,,
"Oct 05, 2016",94759,,,,,,,
"Oct 06, 2016",94824,,,,,,,
"Oct 07, 2016",94909,,,,,,,
"Oct 08, 2016",95001,,,,,,,
"Oct 09, 2016",95110,,,,,,,
"Oct 10, 2016",95222,,,,,,,
"Oct 11, 2016",95317,,,,,,,
"Oct 12, 2016",95387,,,,,,,
"Oct 13, 2016",95441,,,,,,,
"Oct 14, 2016",95494,,,,,,,
"Oct 15, 2016",95565,,,,,,,
"Oct 16, 2016",95642,,,,,,,
"Oct 17, 2016",95699,,,,,,,
"Oct 18, 2016",95714,,,,,,,
"Oct 19, 2016",95772,,,,,,,
"Oct 20, 2016",95820,,,,,,,
"Oct 21, 2016",95874,14808576,,,,,,
"Oct 22, 2016",95981,,,,,,,
"Oct 23, 2016",96126,,,,,,,
"Oct 24, 2016",96214,,,,,,,
"Oct 25, 2016",96302,,,,,,,
"Oct 26, 2016",96412,,,,,,,
"Oct 27, 2016",96504,,,,,,,
"Oct 28, 2016",96583,,,,,,,
"Oct 29, 2016",96745,14938884,,,,,,
"Oct 30, 2016",96884,,,,,,,
"Oct 31, 2016",96944,,,,,,,
"Nov 01, 2016",97020,14998613,,,,,,
"Nov 02, 2016",96973,,,,,,,
"Nov 03, 2016",97029,,,,,,,
"Nov 04, 2016",97061,,,,,,,
"Nov 05, 2016",97101,,,,,,,
"Nov 06, 2016",97217,15043552,,,,,,
"Nov 07, 2016",97274,,,,,,,
"Nov 08, 2016",97329,,,,,,,
"Nov 09, 2016",97373,,,,,,,
"Nov 10, 2016",97418,,,,,,,
"Nov 11, 2016",97513,,,,,,,
"Nov 12, 2016",97646,,,,,,,
"Nov 13, 2016",97739,,,,,,,
"Nov 14, 2016",97815,15175112,,,,,,
"Nov 15, 2016",97832,,,,,,,
"Nov 16, 2016",97821,,,,,,,
"Nov 17, 2016",97857,,,,,,,
"Nov 18, 2016",97920,,,,,,,
"Nov 19, 2016",97985,,,,,,,
"Nov 20, 2016",98054,,,,,,,
"Nov 21, 2016",98082,,,,,,,
"Nov 22, 2016",98103,15314002,,,,,,
"Nov 23, 2016",98147,,,,,,,
"Nov 24, 2016",98211,,,,,,,
"Nov 25, 2016",98285,,,,,,,
"Nov 26, 2016",98384,,,,,,,
"Nov 27, 2016",98489,,,,,,,
"Nov 28, 2016",98553,,,,,,,
"Nov 29, 2016",98637,,,,,,,
"Nov 30, 2016",98693,15442516,,,,,,
"Dec 01, 2016",98772,,,,,,,
"Dec 02, 2016",98802,,,,,,,
"Dec 03, 2016",98862,,,,,,,
"Dec 04, 2016",98902,,,,,,,
"Dec 05, 2016",98953,,,,,,,
"Dec 06, 2016",99036,,,,,,,
"Dec 07, 2016",99108,,,,,,,
"Dec 08, 2016",99165,15581402,,,,,,
"Dec 09, 2016",99228,,,,,,,
"Dec 10, 2016",99361,,,,,,,
"Dec 11, 2016",99465,,,,,,,
"Dec 12, 2016",99589,,,,,,,
"Dec 13, 2016",99696,,,,,,,
"Dec 14, 2016",99752,,,,,,,
"Dec 15, 2016",99834,,,,,,,
"Dec 16, 2016",99913,15735563,,,,,,
"Dec 17, 2016",100120,,,,,,,
"Dec 18, 2016",100289,,,,,,,
"Dec 19, 2016",100376,,,,,,,
"Dec 20, 2016",100456,,,,,,,
"Dec 21, 2016",100545,,,,,,,
"Dec 22, 2016",100616,,,,,,,
"Dec 23, 2016",100705,,,,,,,
"Dec 24, 2016",100743,15907625,,,,,,
"Dec 25, 2016",100817,,,,,,,
"Dec 26, 2016",100957,,,,,,,
"Dec 27, 2016",101075,,,,,,,
"Dec 28, 2016",101168,,,,,,,
"Dec 29, 2016",101277,,,,,,,
"Dec 30, 2016",101388,,,,,,,
"Dec 31, 2016",101484,,,,,,,
"Jan 01, 2017",101597,16078053,,,,,,
"Jan 02, 2017",101699,,,,,,,
"Jan 03, 2017",101815,,,,,,,
"Jan 04, 2017",102053,,,,,,,
"Jan 05, 2017",102157,,,,,,,
"Jan 06, 2017",102240,,,,,,,
"Jan 07, 2017",102371,,,,,,,
"Jan 08, 2017",102491,,,,,,,
"Jan 09, 2017",102577,16240161,,,,,,
"Jan 10, 2017",102646,,,,,,,
"Jan 11, 2017",102722,,,,,,,
"Jan 12, 2017",102818,,,,,,,
"Jan 13, 2017",102927,,,,,,,
"Jan 14, 2017",103042,,,,,,,
"Jan 15, 2017",103168,,,,,,,
"Jan 16, 2017",103360,,,,,,,
"Jan 17, 2017",103517,16855664,,,,,,
"Jan 18, 2017",103706,,,,,,,
"Jan 19, 2017",103891,,,,,,,
"Jan 20, 2017",104059,,,,,,,
"Jan 21, 2017",104273,,,,,,,
"Jan 22, 2017",104547,,,,,,,
"Jan 23, 2017",104713,,,,,,,
"Jan 24, 2017",104886,,,,,,,
"Jan 25, 2017",105060,16619853,,,,,,
"Jan 26, 2017",105138,,,,,,,
"Jan 27, 2017",105250,,,,,,,
"Jan 28, 2017",105469,,,,,,,
"Jan 29, 2017",105803,,,,,,,
"Jan 30, 2017",106034,,,,,,,
"Jan 31, 2017",106196,,,,,,,
"Feb 01, 2017",106363,16870992,,,,,,
"Feb 02, 2017",106534,,,,,,,
"Feb 03, 2017",106636,,,,,,,
"Feb 04, 2017",106730,,,,,,,
"Feb 05, 2017",106860,,,,,,,
"Feb 06, 2017",106918,,,,,,,
"Feb 07, 2017",107043,,,,,,,
"Feb 08, 2017",107078,,,,,,,
"Feb 09, 2017",107277,,,,,,,
"Feb 10, 2017",107351,17106985,,,,,,
"Feb 11, 2017",107490,,,,,,,
"Feb 12, 2017",107596,,,,,,,
"Feb 13, 2017",107744,,,,,,,
"Feb 14, 2017",107868,,,,,,,
"Feb 15, 2017",108078,,,,,,,
"Feb 16, 2017",108386,,,,,,,
"Feb 17, 2017",109112,,,,,,,
"Feb 18, 2017",109806,17406807,,,,,,
"Feb 19, 2017",110432,,,,,,,
"Feb 20, 2017",111155,,,,,,,
"Feb 21, 2017",111483,,,,,,,
"Feb 22, 2017",111958,,,,,,,
"Feb 23, 2017",112369,,,,,,,
"Feb 24, 2017",112766,,,,,,,
"Feb 25, 2017",113447,,,,,,,
"Feb 26, 2017",114639,17755528,,,,,,
"Feb 27, 2017",116298,,,,,,,
"Feb 28, 2017",117593,,,,,,,
"Mar 01, 2017",118368,17883196,,,,,,
"Mar 02, 2017",119384,,,,,,,
"Mar 03, 2017",120138,,,,,,,
"Mar 04, 2017",120631,,,,,,,
"Mar 05, 2017",121592,,,,,,,
"Mar 06, 2017",122521,18094071,,,,,,
"Mar 07, 2017",122971,,,,,,,
"Mar 08, 2017",123501,,,,,,,
"Mar 09, 2017",123693,,,,,,,
"Mar 10, 2017",123748,,,,,,,
"Mar 11, 2017",123851,,,,,,,
"Mar 12, 2017",123971,,,,,,,
"Mar 13, 2017",124133,,,,,,,
"Mar 14, 2017",124322,18320726,,,,,,
"Mar 15, 2017",124484,,,,,,,
"Mar 16, 2017",124610,,,,,,,
"Mar 17, 2017",124760,,,,,,,
"Mar 18, 2017",124920,,,,,,,
"Mar 19, 2017",125114,,,,,,,
"Mar 20, 2017",125291,,,,,,,
"Mar 21, 2017",125434,,,,,,,
"Mar 22, 2017",125570,18593413,,,,,,
"Mar 23, 2017",125763,,,,,,,
"Mar 24, 2017",125986,,,,,,,
"Mar 25, 2017",126221,,,,,,,
"Mar 26, 2017",126495,,,,,,,
"Mar 27, 2017",126734,,,,,,,
"Mar 28, 2017",126954,,,,,,,
"Mar 29, 2017",127146,,,,,,,
"Mar 30, 2017",127368,18974822,,,,,,
"Mar 31, 2017",127561,,,,,,,
"Apr 01, 2017",127813,19121682,,,,,,
"Apr 02, 2017",128029,,,,,,,
"Apr 03, 2017",128191,,,,,,,
"Apr 04, 2017",128445,,,,,,,
"Apr 05, 2017",128665,,,,,,,
"Apr 06, 2017",128834,,,,,,,
"Apr 07, 2017",128978,19487539,,,,,,
"Apr 08, 2017",129135,,,,,,,
"Apr 09, 2017",129346,,,,,,,
"Apr 10, 2017",129534,,,,,,,
"Apr 11, 2017",129824,,,,,,,
"Apr 12, 2017",130036,,,,,,,
"Apr 13, 2017",130203,,,,,,,
"Apr 14, 2017",130528,,,,,,,
"Apr 15, 2017",130815,20027235,,,,,,
"Apr 16, 2017",131053,,,,,,,
"Apr 17, 2017",131915,,,,,,,
"Apr 18, 2017",132392,,,,,,,
"Apr 19, 2017",132669,,,,,,,
"Apr 20, 2017",132890,,,,,,,
"Apr 21, 2017",133057,,,,,,,
"Apr 22, 2017",133330,,,,,,,
"Apr 23, 2017",133732,20496166,,,,,,
"Apr 24, 2017",134070,,,,,,,
"Apr 25, 2017",134354,,,,,,,
"Apr 26, 2017",134571,,,,,,,
"Apr 27, 2017",134795,,,,,,,
"Apr 28, 2017",135049,,,,,,,
"Apr 29, 2017",135356,,,,,,,
"Apr 30, 2017",135745,,,,,,,
"May 01, 2017",136122,21136868,,,,,,
"May 02, 2017",136386,,,,,,,
"May 03, 2017",136625,,,,,,,
"May 04, 2017",136834,,,,,,,
"May 05, 2017",137102,,,,,,,
"May 06, 2017",137442,,,,,,,
"May 07, 2017",138028,,,,,,,
"May 08, 2017",138242,,,,,,,
"May 09, 2017",138615,21592327,,,,,,
"May 10, 2017",138860,,,,,,,
"May 11, 2017",139031,,,,,,,
"May 12, 2017",139218,,,,,,,
"May 13, 2017",139452,,,,,,,
"May 14, 2017",139939,,,,,,,
