names,LDShadowLady,Tubbo,InTheLittleWood aka Martyn,Dangthatsalongname,Shubble,TheOrionSound,Solidarity,OwengeJuiceTV,Snifferish,olivesleepy,bekyamon,apokuna,soupforeloise,willowmvp,KrowFang,acho
"Jan 25, 2017",2780924,,92068,173505,450313,289890,18577,,,,,,,,,
"Jan 26, 2017",2782315,,92063,173799,450401,290155,18574,,,,,,,,,
"Jan 27, 2017",2784609,,91871,174068,450545,290460,18593,,,,,,,,,
"Jan 28, 2017",2788177,,91817,174588,450724,290913,18590,,,,,,,,,
"Jan 29, 2017",2791348,,91796,175104,450999,291434,18637,,,,,,,,,
"Jan 30, 2017",2793074,,91783,175338,451103,291671,18643,,,,,,,,,
"Jan 31, 2017",2794799,,91788,175623,451252,291862,18654,,,,,,,,,
"Feb 01, 2017",2797336,,91776,175999,451430,292425,18699,,,,,,,,,
"Feb 02, 2017",2799156,,91771,176420,451524,292975,18719,,,,,,,,,
"Feb 03, 2017",2801335,,91883,176724,451606,293343,18731,,,,,,,,,
"Feb 04, 2017",2804550,,91962,177086,451874,293939,18736,,,,,,,,,
"Feb 05, 2017",2807937,,91972,177538,452151,294436,,,,,,,,,,
"Feb 06, 2017",2809680,,91977,177828,452207,294672,18761,,,,,,,,,
"Feb 07, 2017",2811000,,91973,178081,452307,294960,18781,,,,,,,,,
"Feb 08, 2017",2813296,,91978,178332,452427,295275,,,,,,,,,,
"Feb 09, 2017",2814861,,,178620,452615,295579,18791,,,,,,,,,
"Feb 10, 2017",2816901,,91974,178918,452795,295861,18788,,,,,,,,,
"Feb 11, 2017",2820233,,91987,179314,452975,296251,18833,,,,,,,,,
"Feb 12, 2017",2823346,,91993,179651,453148,296629,18842,,,,,,,,,
"Feb 13, 2017",2825406,,91998,179853,453321,296876,18856,,,,,,,,,
"Feb 14, 2017",2827210,,91999,180096,453422,297059,18866,,,,,,,,,
"Feb 15, 2017",2828838,,91990,180285,453610,297257,18874,,,,,,,,,
"Feb 16, 2017",2830588,,91981,180491,453749,297459,18876,,,,,,,,,
"Feb 17, 2017",2832464,,91991,180723,453908,297650,18880,,,,,,,,,
"Feb 18, 2017",2834893,,92000,180909,454086,297976,18926,,,,,,,,,
"Feb 19, 2017",2837461,,91997,181153,454224,298255,18940,,,,,,,,,
"Feb 20, 2017",2839820,,91993,181342,454399,298770,19018,,,,,,,,,
"Feb 21, 2017",2841544,,92002,181454,454552,299235,19023,,,,,,,,,
"Feb 22, 2017",2843446,,92015,181876,454768,299655,19094,,,,,,,,,
"Feb 23, 2017",2846334,,92022,182480,455075,300189,19121,,,,,,,,,
"Feb 24, 2017",2851356,,92007,182840,455294,300624,,,,,,,,,,
"Feb 25, 2017",2856648,,92015,183488,455493,301200,19165,,,,,,,,,
"Feb 26, 2017",2862281,,92013,184056,455742,301972,19187,,,,,,,,,
"Feb 27, 2017",2865245,,92000,184332,455864,302447,19212,,,,,,,,,
"Feb 28, 2017",2868105,,91998,184600,455975,302745,19216,,,,,,,,,
"Mar 01, 2017",2870682,,91987,184832,456038,303001,19239,,,,,,,,,
"Mar 02, 2017",2872789,,91980,185126,456136,303219,19240,,,,,,,,,
"Mar 03, 2017",2875470,,91978,185314,456153,303428,19254,,,,,,,,,
"Mar 04, 2017",2879548,,91983,185577,456271,303862,19300,,,,,,,,,
"Mar 05, 2017",2883399,,91974,185950,456435,304426,19346,,,,,,,,,
"Mar 06, 2017",2885503,,91973,186172,456544,305212,19358,,,,,,,,,
"Mar 07, 2017",2887308,,91970,186593,456650,305720,19391,,,,,,,,,
"Mar 08, 2017",2888425,,91954,186937,456651,305984,19405,,,,,,,,,
"Mar 09, 2017",2890511,,91958,187249,456677,306266,19414,,,,,,,,,
"Mar 10, 2017",2892713,,91961,187669,456731,306543,19420,,,,,,,,,
"Mar 11, 2017",2895771,,91964,188204,456867,306987,19453,,,,,,,,,
"Mar 12, 2017",2898695,,91960,188892,457013,307467,19486,,,,,,,,,
"Mar 13, 2017",2900552,,91951,189260,457001,307720,19497,,,,,,,,,
"Mar 14, 2017",2903189,,91940,189614,457096,308014,,,,,,,,,,
"Mar 15, 2017",2905260,,91932,189831,457254,308136,19584,,0,,,,,,,
"Mar 16, 2017",2906962,,,190019,457325,308247,19585,,,,,,,,,
"Mar 17, 2017",2908863,,91923,190267,457470,308516,19606,,,,,,,,,
"Mar 18, 2017",2912575,,91906,190552,457817,308877,19768,,,,,,,,,
"Mar 19, 2017",2918461,,91898,190943,458045,309410,19782,,,,,,,,,
"Mar 20, 2017",2920315,,91889,191189,458257,309739,19783,,,,,,,,,
"Mar 21, 2017",2921548,,91881,191401,458592,309931,19790,,,,,,,,,
"Mar 22, 2017",2923123,,91879,191579,459001,310160,19812,,,,,,,,,
"Mar 23, 2017",2924447,,,191780,459283,310312,19830,,,,,,,,,
"Mar 24, 2017",2925893,,91880,191965,459479,310520,19847,,,,,,,,,
"Mar 25, 2017",2928124,,91882,192338,460025,310851,19851,,,,,,,,,
"Mar 26, 2017",2930157,,91868,192848,460422,311132,19863,,,,,,,,,
"Mar 27, 2017",2931496,,91855,193177,460707,311331,19914,,,,,,,,,
"Mar 28, 2017",2932733,,,193460,460872,311530,19917,,,,,,,,,
"Mar 29, 2017",2934107,,91846,193719,461036,311672,19925,,,,,,,,,
"Mar 30, 2017",2935474,,,193887,461219,311979,,,,,,,,,,
"Mar 31, 2017",2937310,,91841,194072,461498,312235,20010,,,,,,,,,
"Apr 01, 2017",2939715,,91838,194489,461970,312575,20015,,,,,,,,,
"Apr 02, 2017",2941747,,91837,194984,462439,312992,,,,,,,,,,
"Apr 03, 2017",2943511,,91823,195221,462723,313277,20043,,,,,,,,,
"Apr 04, 2017",2945411,,91826,195438,462892,313498,20045,,,,,,,,,
"Apr 05, 2017",2947015,,91824,195663,463266,313732,20070,,,,,,,,,
"Apr 06, 2017",2948713,,91826,195903,463532,313987,20083,,,,,,,,,
"Apr 07, 2017",2950633,,91820,196125,463812,314169,20094,,,,,,,,,
"Apr 08, 2017",2953018,,91816,196325,464164,314377,20114,,,,,,,,,
"Apr 09, 2017",2955610,,91809,196622,464650,314671,20135,,,,,,,,,
"Apr 10, 2017",2957800,,91804,196907,465379,315178,20151,,,,,,,,,
"Apr 11, 2017",2959628,,91799,197276,465970,316932,20159,,,,,,,,,
"Apr 12, 2017",2961707,,91801,197540,466337,317532,20194,,,,,,,,,
"Apr 13, 2017",2963658,,91799,197820,466643,318268,20203,,,,,,,,,
"Apr 14, 2017",2965641,,91795,198070,467135,319135,20227,,,,,,,,,
"Apr 15, 2017",2968157,,91793,198312,467520,319935,20280,,,,,,,,,
"Apr 16, 2017",2970686,,91781,198499,467896,320746,20305,,,,,,,,,
"Apr 17, 2017",2972635,,91774,198689,468244,321414,20299,,,,,,,,,
"Apr 18, 2017",2974329,,91767,198905,468490,321824,20356,,,,,,,,,
"Apr 19, 2017",2975942,,91773,199104,468748,322164,20358,,,,,,,,,
"Apr 20, 2017",2977349,,91771,199315,469080,322478,20364,,,,,,,,,
"Apr 21, 2017",2978541,,91758,199569,469429,322746,20369,,,,,,,,,
"Apr 22, 2017",2980703,,91757,199940,469805,323238,20368,,,,,,,,,
"Apr 23, 2017",2983219,,91755,200320,470174,323857,20378,,,,,,,,,
"Apr 24, 2017",2984568,,91747,200567,470373,324194,20400,,,,,,,,,
"Apr 25, 2017",2986040,,91744,200764,470619,324340,20432,,,,,,,,,
"Apr 26, 2017",2987085,,91738,200943,470824,324519,20431,,,,,,,,,
"Apr 27, 2017",2988082,,91730,201143,470963,324792,20440,,,,,,,,,
"Apr 28, 2017",2989244,,91721,201385,471112,325095,20455,,,,,,,,,
"Apr 29, 2017",2991290,,91713,201934,471289,325599,20471,,,,,,,,,
"Apr 30, 2017",2993718,,91717,202608,471593,326353,20482,,,,,,,,,
"May 01, 2017",2995558,,91715,203216,471766,327046,20498,,,,,,,,,
"May 02, 2017",2996740,,91695,203825,471971,327493,20500,,,,,,,,,
"May 03, 2017",2998205,,91694,204303,472220,327945,20523,,,,,,,,,
"May 04, 2017",2999601,,91681,204697,472355,328295,20524,,,,,,,,,
"May 05, 2017",3001195,,,204899,472515,328635,20575,,,,,,,,,
"May 06, 2017",3003285,,91683,205193,473053,329070,,,,,,,,,,
"May 07, 2017",3005440,,91680,205566,473537,329394,20586,,,,,,,,,
"May 08, 2017",3006476,,91676,205804,473759,329575,20593,,,,,,,,,
"May 09, 2017",3007970,,91670,205937,473977,329793,20650,,,,,,,,,
"May 10, 2017",3009661,,91674,206079,474220,330016,20654,,,,,,,,,
"May 11, 2017",3010906,,91667,206271,474442,330175,20683,,,,,,,,,
"May 12, 2017",3011913,,91652,206409,474598,330344,,,,,,,,,,
"May 13, 2017",3013594,,91647,206588,474900,330656,20717,,,,,,,,,
"May 14, 2017",3015659,,91637,206783,475284,330863,20727,,,,,,,,,
"May 15, 2017",3016922,,91628,206959,475502,330973,20778,,,,,,,,,
"May 16, 2017",3018175,,91623,207221,475715,331123,20784,,,,,,,,,
"May 17, 2017",3019511,,91627,207417,476377,331266,20807,,,,,,,,,
"May 18, 2017",3019920,,91610,207552,476332,331313,20808,,,,,,,,,
"May 19, 2017",3021130,,91604,207719,476699,331487,20848,,,,,,,,,
"May 20, 2017",3023051,,91599,207988,477029,331720,20854,,,,,,,,,
"May 21, 2017",3024977,,91596,208312,477507,331924,20863,,,,,,,,,
"May 22, 2017",3026184,,91586,208454,477943,332076,20867,,,,,,,,,
"May 23, 2017",3027309,,91579,208646,478259,332260,20872,,,,,,,,,
"May 24, 2017",3028528,,91569,208801,478510,332393,20900,,,,,,,,,
"May 25, 2017",3029680,,91560,208924,478747,332525,20914,,,,,,,,,
"May 26, 2017",3030678,,91558,209052,478980,332590,20928,,,,,,,,,
"May 27, 2017",3031856,,91555,209257,479258,332765,20944,,,,,,,,,
"May 28, 2017",3033882,,91542,209399,479530,332966,20943,,,,,,,,,
"May 29, 2017",3035763,,91532,209532,480072,333121,20953,,,,,,,,,
"May 30, 2017",3037349,,91523,209709,480497,333242,21020,,,,,,,,,
"May 31, 2017",3038686,,91511,209860,480795,333390,21022,,,,,,,,,
"Jun 01, 2017",3040137,,,210019,481061,333485,21025,,,,,,,,,
"Jun 02, 2017",3041785,,91507,210409,481670,333622,21041,,,,,,,,,
"Jun 03, 2017",3044209,,91503,210806,482576,333815,21046,,,,,,,,,
"Jun 04, 2017",3046653,,91493,212840,483366,333991,21072,,,,,,,,,
"Jun 05, 2017",3049116,,91491,215012,484118,334184,21078,,,,,,,,,
"Jun 06, 2017",3051224,,91488,216164,484830,334379,21079,,,,,,,,,
"Jun 07, 2017",3053093,,91489,217063,485344,334602,21080,,,,,,,,,
"Jun 08, 2017",3055055,,91485,217926,485814,334821,21076,,,,,,,,,
"Jun 09, 2017",3057441,,91483,218729,486571,335151,21077,,,,,,,,,
"Jun 10, 2017",3060102,,91478,219526,487218,335524,,,,,,,,,,
"Jun 11, 2017",3062958,,91483,220216,488039,335860,21115,,,,,,,,,
"Jun 12, 2017",3064995,,91484,220661,488624,336049,21173,,,,,,,,,
"Jun 13, 2017",3067508,,91505,220995,489171,336298,21181,,,,,,,,,
"Jun 14, 2017",3069725,,91502,221354,489570,336542,,,,,,,,,,
"Jun 15, 2017",3072065,,91490,221799,489925,336774,21194,,,,,,,,,
"Jun 16, 2017",3074848,,91482,222279,490371,337042,21193,,,,,,,,,
"Jun 17, 2017",3077362,,91478,222702,490721,337304,21200,,,,,,,,,
"Jun 18, 2017",3080105,,91472,223012,491119,337454,21211,,,,,,,,,
"Jun 19, 2017",3083674,,91467,223538,491680,337621,21234,,,,,,,,,
"Jun 20, 2017",3086399,,91459,224047,492457,337771,21264,,,,,,,,,
"Jun 21, 2017",3088911,,91454,224654,493032,338006,,,,,,,,,,
"Jun 22, 2017",3091869,,91450,225350,493564,338266,21262,,,,,,,,,
"Jun 23, 2017",3094624,,91442,225972,494146,338537,21264,,,,,,,,,
"Jun 24, 2017",3097522,,,226456,494584,338815,21294,,,,,,,,,
"Jun 25, 2017",3100739,,91440,226985,495301,339117,,,,,,,,,,
"Jun 26, 2017",3103416,,91414,227497,495879,339369,21306,,0,,,,,,,
"Jun 27, 2017",3106580,,91413,227859,496415,339610,21308,,,,,,,,,
"Jun 28, 2017",3109636,,91409,228235,496828,339863,21336,,,,,,,,,
"Jun 29, 2017",3112007,,91392,228703,497230,340095,21344,,,,,,,,,
"Jun 30, 2017",3115531,,91394,229200,497602,340347,21361,,,,,,,,,
"Jul 01, 2017",3119008,,91387,229737,498088,340601,,,,,,,,,,
"Jul 02, 2017",3121802,,91374,230206,498853,340886,21408,,,,,,,,,
"Jul 03, 2017",3124298,,91364,230557,499330,341077,21414,,,,,,,,,
"Jul 04, 2017",3126926,,91358,230918,500205,341301,21431,,,,,,,,,
"Jul 05, 2017",3129429,,91357,231375,500778,341494,21463,,,,,,,,,
"Jul 06, 2017",3132931,,91343,231819,501638,341716,21458,,,,,,,,,
"Jul 07, 2017",3136575,,91342,232202,503146,342004,21483,,,,,,,,,
"Jul 08, 2017",3139441,,91340,232532,503839,342196,21491,,,,,,,,,
"Jul 09, 2017",3142809,,91342,232924,504696,342438,21495,,,,,,,,,
"Jul 10, 2017",3145833,,91336,233278,505416,342637,21507,,,,,,,,,
"Jul 11, 2017",3148528,,91321,233515,506103,342869,21522,,,,,,,,,
"Jul 12, 2017",3152347,,,233873,506850,343141,,,,,,,,,,
"Jul 13, 2017",3155522,,,234754,507624,343431,21546,,,,,,,,,
"Jul 14, 2017",3157839,,91317,235709,508092,343615,21560,,,,,,,,,
"Jul 15, 2017",3162103,,91304,236417,508582,343864,21576,,,,,,,,,
"Jul 16, 2017",3166472,,91296,237123,509347,344024,21615,,,,,,,,,
"Jul 17, 2017",3170187,,91300,237848,510071,344263,21600,,,,,,,,,
"Jul 18, 2017",3174123,,91294,238528,510804,344487,21601,,,,,,,,,
"Jul 19, 2017",3178309,,,239188,511641,344750,21632,,,,,,,,,
"Jul 20, 2017",3182432,,91285,239780,513241,345051,21643,,,,,,,,,
"Jul 21, 2017",3186114,,91279,240352,513814,345008,21658,,,,,,,,,
"Jul 22, 2017",3189914,,,241234,514266,345955,21664,,,,,,,,,
"Jul 23, 2017",3194288,,91270,242108,514815,346997,21688,,,,,,,,,
"Jul 24, 2017",3198749,,91267,243121,515399,347800,21710,,,,,,,,,
"Jul 25, 2017",3202535,,91269,243893,515785,348432,21720,,,,,,,,,
"Jul 26, 2017",3207277,,91271,244736,516271,349152,21743,,,,,,,,,
"Jul 27, 2017",3212595,,91264,245511,517008,349718,21774,,,,,,,,,
"Jul 28, 2017",3217557,,,246009,517462,350223,21815,,,,,,,,,
"Jul 29, 2017",3222324,,,246759,517797,350625,,,,,,,,,,
"Jul 30, 2017",3226726,,91254,247882,518269,351105,21847,,,,,,,,,
"Jul 31, 2017",3224686,,91194,248150,518256,351154,21845,,,,,,,,,
"Aug 01, 2017",3228142,,91195,249075,518631,351601,21979,,,,,,,,,
"Aug 02, 2017",3234340,,91237,250399,519156,351841,22068,,,,,,,,,
"Aug 03, 2017",3238594,,91242,251495,520094,352108,22090,,,,,,,,,
"Aug 04, 2017",3242292,,91235,253191,521007,352391,,,,,,,,,,
"Aug 05, 2017",3245724,,91222,254840,522009,352743,22141,,,,,,,,,
"Aug 06, 2017",3249482,,91234,256969,522905,353023,22143,,,,,,,,,
"Aug 07, 2017",3253652,,91238,260275,523775,353380,22239,,,,,,,,,
"Aug 08, 2017",3256601,,91233,263843,524573,353904,,,,,,,,,,
"Aug 09, 2017",3260207,,,266244,525666,354516,22238,,,,,,,,,
"Aug 10, 2017",3263165,,91229,267647,526092,354933,22240,,,,,,,,,
"Aug 11, 2017",3266674,,,268557,526561,355506,22267,,,,,,,,,
"Aug 12, 2017",3270065,,91218,269577,527293,355987,22272,,,,,,,,,
"Aug 13, 2017",3272758,,91210,270623,527901,356735,22275,,,,,,,,,
"Aug 14, 2017",3275875,,91202,271547,528737,358102,22300,,,,,,,,,
"Aug 15, 2017",3278326,,91205,272219,529345,359200,22293,,,,,,,,,
"Aug 16, 2017",3280773,,91193,272860,530131,360030,22313,,,,,,,,,
"Aug 17, 2017",3282792,,,273875,530916,360744,22322,,,,,,,,,
"Aug 18, 2017",3285896,,91175,275017,531815,361315,,,,,,,,,,
"Aug 19, 2017",3288766,,91165,276197,532598,362001,22327,,,,,,,,,
"Aug 20, 2017",3291556,,91160,277562,533317,362617,22332,,,,,,,,,
"Aug 21, 2017",3294479,,91151,278403,534018,363030,22340,,,,,,,,,
"Aug 22, 2017",3296868,,91145,279298,534567,363361,22345,,,,,,,,,
"Aug 23, 2017",3299212,,91139,280142,535069,363764,22354,,,,,,,,,
"Aug 24, 2017",3302508,,91130,280964,535689,364121,22410,,,,,,,,,
"Aug 25, 2017",3304781,,91106,281532,536155,364415,,,,,,,,,,
"Aug 26, 2017",3307977,,91105,282252,536587,364737,22456,,,,,,,,,
"Aug 27, 2017",3310671,,91106,283171,537265,365111,22462,,,,,,,,,
"Aug 28, 2017",3312874,,91100,283733,537491,365443,22485,,,,,,,,,
"Aug 29, 2017",3315483,,91090,284203,537891,365787,22502,,,,,,,,,
"Aug 30, 2017",3318040,,91076,284708,538369,366049,22548,,,,,,,,,
"Aug 31, 2017",3321067,,91079,285310,538808,366202,22551,,,,,,,,,
"Sep 01, 2017",3323994,,91075,285916,539196,366462,22568,,,,,,,,,
"Sep 02, 2017",3327220,,91068,286484,539623,366681,22566,,,,,,,,,
"Sep 03, 2017",3330941,,91056,287103,540191,366897,22583,,1749,,,,,,,
"Sep 04, 2017",3335249,,91054,287694,540687,367206,22609,,1880,,,,,,,
"Sep 05, 2017",3337689,,91050,288574,541004,367391,22677,,2012,,,,,,,
"Sep 06, 2017",3340095,,91039,289161,541279,367502,,,2140,,,,,,,
"Sep 07, 2017",3342331,,91037,289976,541577,367666,22698,,2268,,,,,,,
"Sep 08, 2017",3344428,,91035,290522,541849,367830,22713,,2396,,,,,,,
"Sep 09, 2017",3347669,,91033,291659,542133,368051,,,2523,,,,,,,
"Sep 10, 2017",3351559,,91016,293262,542529,368273,,,2652,,,,,,,
"Sep 11, 2017",3353635,,91003,294164,542746,368457,22754,,2780,,,,,,,
"Sep 12, 2017",3355653,,91001,294787,542929,368626,22763,,2909,,,,,,,
"Sep 13, 2017",3357200,,,295315,543195,368856,22771,,2985,,,,,,,
"Sep 14, 2017",3359192,,90987,295837,543576,369045,22770,,3013,,,,,,,
"Sep 15, 2017",3360948,,90989,296219,543999,369225,22772,,3053,,,,,,,
"Sep 16, 2017",3363560,,90974,296772,544510,369508,22777,,3102,,,,,,,
"Sep 17, 2017",3367178,,90967,297519,545093,369806,22778,,3138,,,,,,,
"Sep 18, 2017",3369252,,90963,297979,545373,370136,22783,,3194,,,,,,,
"Sep 19, 2017",3370903,,90954,298379,545649,370400,22800,,3238,,,,,,,
"Sep 20, 2017",3372610,,90953,298769,545844,370683,22803,,3266,,,,,,,
"Sep 21, 2017",3374428,,90949,299170,546102,370925,22809,,3288,,,,,,,
"Sep 22, 2017",3376279,,90940,299549,546376,371092,22819,,3302,,,,,,,
"Sep 23, 2017",3379277,,90935,300276,546755,371419,22820,,3315,,,,,,,
"Sep 24, 2017",3382451,,90931,300918,547329,371736,22821,,3342,,,,,,,
"Sep 25, 2017",3384910,,90934,301467,547728,371902,22853,,3367,,,,,,,
"Sep 26, 2017",3386455,,90930,301823,548088,372076,,,3386,,,,,,,
"Sep 27, 2017",3388021,,90941,302118,548298,372258,22860,,3405,,,,,,,
"Sep 28, 2017",3389513,,90937,302464,548557,372428,22872,,3418,,,,,,,
"Sep 29, 2017",3391212,,90938,302771,548792,372553,22880,,3429,,,,,,,
"Sep 30, 2017",3394425,,90932,303403,549245,373883,22925,,3444,,,,,,,
"Oct 01, 2017",3397966,,90924,304362,549711,375182,23014,,3468,,,,,,,
"Oct 02, 2017",3400119,,90915,304899,550039,375950,23049,,3473,,,,,,,
"Oct 03, 2017",3401975,,90912,305324,550274,376588,23062,,3479,,,,,,,
"Oct 04, 2017",3403946,,90909,305755,550427,377400,23117,,3532,,,,,,,
"Oct 05, 2017",3405671,,90907,306134,550572,377999,23161,,3563,,,,,,,
"Oct 06, 2017",3407671,,90904,306536,550988,378354,23177,,3578,,,,,,,
"Oct 07, 2017",3410741,,90900,307112,551605,378860,23185,,3590,,,,,,,
"Oct 08, 2017",3414065,,90878,307747,552269,379383,23207,,3601,,,,,,,
"Oct 09, 2017",3416378,,90870,308317,552885,379782,23252,,3616,,,,,,,
"Oct 10, 2017",3417993,,90862,308852,553487,380054,23273,,3626,,,,,,,
"Oct 11, 2017",3419495,,90856,309164,553795,380233,23293,,3638,,,,,,,
"Oct 12, 2017",3420799,,90848,309568,554067,380459,23337,,3643,,,,,,,
"Oct 13, 2017",3422393,,90837,309944,554363,380657,23353,,3661,,,,,,,
"Oct 14, 2017",3424809,,90838,310499,554944,380964,23361,,3672,,,,,,,
"Oct 15, 2017",3427200,,90835,310913,555493,381196,23395,,3684,,,,,,,
"Oct 16, 2017",3428676,,90832,311284,555777,381463,23463,,3698,,,,,,,
"Oct 17, 2017",3430271,,90830,311507,556097,381684,23511,,3711,,,,,,,
"Oct 18, 2017",3431784,,90829,311785,556336,381984,23574,,3728,,,,,,,
"Oct 19, 2017",3433065,,90820,312090,556550,382278,23619,,3742,,,,,,,
"Oct 20, 2017",3434742,,90819,312377,556812,382527,23638,,3752,,,,,,,
"Oct 21, 2017",3437015,,90814,312676,557060,382931,23730,,3764,,,,,,,
"Oct 22, 2017",3439904,,90810,313127,557381,383412,23765,,3771,,,,,,,
"Oct 23, 2017",3441766,,90802,313673,557541,383654,23848,,3780,,,,,,,
"Oct 24, 2017",3443321,,90795,314598,557698,383763,23932,,3783,,,,,,,
"Oct 25, 2017",3444753,,90789,315464,557805,384080,23968,,3786,,,,,,,
"Oct 26, 2017",3445997,,90787,316411,557964,384342,23994,,3787,,,,,,,
"Oct 27, 2017",3447361,,90788,316909,558056,384610,24028,,3791,,,,,,,
"Oct 28, 2017",3449304,,90781,317551,558205,384832,24058,,3796,,,,,,,
"Oct 29, 2017",3451437,,90773,318122,558403,385167,24171,,3803,,,,,,,
"Oct 30, 2017",3452759,,90772,318449,558524,385333,24431,,3811,,,,,,,
"Oct 31, 2017",3453460,,90770,318533,558576,385450,24589,,3818,,,,,,,
"Nov 01, 2017",3454567,,90764,318744,558723,385609,24616,,3817,,,,,,,
"Nov 02, 2017",3455782,,90768,318947,558874,385776,24809,,3818,,,,,,,
"Nov 03, 2017",3457014,,90766,319104,558972,385971,24876,,3819,,,,,,,
"Nov 04, 2017",3458998,,90760,319448,559196,386118,24882,,3824,,,,,,,
"Nov 05, 2017",3460919,,90751,319827,559510,386367,25039,,3827,,,,,,,
"Nov 06, 2017",3462124,,90747,319925,559614,386424,25113,,3831,,,,,,,
"Nov 07, 2017",3462839,,,320195,559748,386520,25246,,3836,,,,,,,
"Nov 08, 2017",3463771,,90743,320275,559801,386579,25545,,3839,,,,,,,
"Nov 09, 2017",3464773,,90740,320447,559884,386681,25892,,3842,,,,,,,
"Nov 10, 2017",3466585,,90735,320660,559926,386850,26139,,3846,,,,,,,
"Nov 11, 2017",3468439,,90733,321125,560027,387088,26260,,3843,,,,,,,
"Nov 12, 2017",3470391,,90737,321465,560245,387273,26451,,3845,,,,,,,
"Nov 13, 2017",3471815,,90728,321693,560336,387448,26538,,3850,,,,,,,
"Nov 14, 2017",3472785,,90710,321933,560392,387600,26587,,3852,,,,,,,
"Nov 15, 2017",3473746,,,322142,560425,387760,26756,,3860,,,,,,,
"Nov 16, 2017",3474793,,90695,322297,560457,387808,26806,,3864,,,,,,,
"Nov 17, 2017",3475594,,90682,322406,560546,387981,26894,,3866,,,,,,,
"Nov 18, 2017",3477202,,90679,322630,560626,388097,26931,,3865,,,,,,,
"Nov 19, 2017",3478796,,90674,322923,560715,388287,27031,,3872,,,,,,,
"Nov 20, 2017",3479955,,90669,323027,561004,388361,27097,,3874,,,,,,,
"Nov 21, 2017",3481058,,90662,323190,561223,388514,27150,,3877,,,,,,,
"Nov 22, 2017",3482426,,90658,323417,561439,388743,27329,,3875,,,,,,,
"Nov 23, 2017",3483705,,90653,323632,561469,388858,27349,,3882,,,,,,,
"Nov 24, 2017",3485264,,90647,323850,561767,389026,27404,,3880,,,,,,,
"Nov 25, 2017",3486789,,90646,324125,561939,389320,27451,,,,,,,,,
"Nov 26, 2017",3488550,,90644,324417,562367,389437,27487,,3876,,,,,,,
"Nov 27, 2017",3489496,,90638,324584,562596,389602,27564,,3878,,,,,,,
"Nov 28, 2017",3490219,,90635,324725,562749,391191,27617,,3882,,,,,,,
"Nov 29, 2017",3491950,,90633,324803,562873,393605,27667,,3884,,,,,,,
"Nov 30, 2017",3493782,,90623,324954,562985,395690,27752,,3886,,,,,,,
"Dec 01, 2017",3495477,,90619,325120,563173,397297,27819,,3887,,,,,,,
"Dec 02, 2017",3497691,,90616,325381,563381,398825,27873,,3891,,,,,,,
"Dec 03, 2017",3500037,,90617,325697,563655,400015,27912,,,,,,,,,
"Dec 04, 2017",3501363,,90611,325826,563775,400629,27973,,3895,,,,,,,
"Dec 05, 2017",3502468,,90608,325975,563946,401367,28037,,3906,,,,,,,
"Dec 06, 2017",3503766,,90601,326090,564100,401846,28181,,3909,,,,,,,
"Dec 07, 2017",3505414,,90596,326325,564230,402176,28207,,3910,,,,,,,
"Dec 08, 2017",3507017,,90597,326545,564431,402473,28216,,3909,,,,,,,
"Dec 09, 2017",3509478,,90587,326841,564676,403090,28245,,3914,,,,,,,
"Dec 10, 2017",3511675,,90585,327332,564788,403824,28281,,3915,,,,,,,
"Dec 11, 2017",3513530,,90569,327697,565196,404251,28304,,3919,,,,,,,
"Dec 12, 2017",3514895,,90559,327974,565487,404602,28321,,3923,,,,,,,
"Dec 13, 2017",3516391,,90557,328270,565596,405005,28337,,3925,,,,,,,
"Dec 14, 2017",3517839,,90555,328653,565778,405262,28351,,3922,,,,,,,
"Dec 15, 2017",3519205,,90551,329004,565890,405571,28359,,3923,,,,,,,
"Dec 16, 2017",3521508,,90548,329711,566175,405951,28427,,3928,,,,,,,
"Dec 17, 2017",3524272,,90544,330469,566470,406340,28468,,3938,,,,,,,
"Dec 18, 2017",3526920,,90542,331215,566724,406616,28511,,3952,,,,,,,
"Dec 19, 2017",3528998,,90541,331783,566907,406897,28575,,3962,,,,,,,
"Dec 20, 2017",3531491,,90539,332295,567062,407188,28670,,3971,,,,,,,
"Dec 21, 2017",3534035,,90533,332796,567255,407424,28776,,3981,,,,,,,
"Dec 22, 2017",3536707,,90524,333308,567540,407593,28894,,3997,,,,,,,
"Dec 23, 2017",3539278,,90520,333736,567806,407808,28993,,4013,,,,,,,
"Dec 24, 2017",3541737,,90518,334145,568047,408006,29072,,4025,,,,,,,
"Dec 25, 2017",3546655,,90509,334754,568342,408357,29248,,4032,,,,,,,
"Dec 26, 2017",3550216,,90497,335321,568540,408624,29407,,4036,,,,,,,
"Dec 27, 2017",3553555,,90489,335934,568779,408958,29589,,4053,,,,,,,
"Dec 28, 2017",3556683,,90484,336483,569074,409321,29710,,4057,,,,,,,
"Dec 29, 2017",3566349,,90479,337078,569191,409752,29837,,4074,,,,,,,
"Dec 30, 2017",3571879,,90483,337697,569488,410278,29916,,4068,,,,,,,
"Dec 31, 2017",3576199,,90473,338335,569772,410685,29980,,4076,,,,,,,
"Jan 01, 2018",3580893,,90462,338881,570218,411023,30046,,4099,,,,,,,
"Jan 02, 2018",3584936,,90455,339414,570523,411338,30127,,4108,,,,,,,
"Jan 03, 2018",3590687,,90451,339956,570718,411703,30218,,4129,,,,,,,
