Date,Dangthatsalongname,InTheLittleWood aka Martyn,KrowFang,LDShadowLady,OwengeJuiceTV,Shubble,Snifferish,Solidarity,TheOrionSound,Tubbo,acho,apokuna,bekyamon,olivesleepy,soupforeloise,willowmvp
27-Sep-16,130832,93198,,2480237,,424112,,15299,236791,,,,,,,
28-Sep-16,130888,93195,,2481617,,424376,,15300,236906,,,,,,,
29-Sep-16,131035,93191,,2482936,,424658,,15296,237011,,,,,,,
30-Sep-16,131218,93186,,2484527,,424999,,15503,237102,,,,,,,
1-Oct-16,131403,93175,,2486694,,425590,,15505,237139,,,,,,,
2-Oct-16,131707,,,2488474,,426084,,15504,237284,,,,,,,
3-Oct-16,131876,93172,,2490153,,426413,,15498,237441,,,,,,,
4-Oct-16,132037,93165,,2491798,,426676,,15550,237471,,,,,,,
5-Oct-16,132102,93160,,2494020,,427002,,15554,237534,,,,,,,
6-Oct-16,132197,93150,,2495791,,427258,,,237617,,,,,,,
7-Oct-16,132285,93144,,2497662,,427476,,15587,237711,,,,,,,
8-Oct-16,132399,93130,,2499900,,427710,,15586,237828,,,,,,,
9-Oct-16,132495,93117,,2502432,,428115,,15596,237945,,,,,,,
10-Oct-16,132600,93111,,2504847,,428541,,15601,238054,,,,,,,
11-Oct-16,132660,93101,,2506359,,428806,,15645,238125,,,,,,,
12-Oct-16,132709,93097,,2508097,,429127,,15648,238138,,,,,,,
13-Oct-16,132771,93094,,2509636,,429334,,15651,238158,,,,,,,
14-Oct-16,132874,93084,,2510815,,429554,,15649,238257,,,,,,,
15-Oct-16,132946,93079,,2513917,,429929,,15661,238391,,,,,,,
16-Oct-16,133052,93058,,2517933,,430275,,15667,238510,,,,,,,
17-Oct-16,133147,93052,,2519979,,430540,,15665,238579,,,,,,,
18-Oct-16,133167,93029,,2521712,,430856,,,238557,,,,,,,
19-Oct-16,133236,93024,,2523565,,431178,,15708,238656,,,,,,,
20-Oct-16,133289,93000,,2525015,,431419,,15742,238751,,,,,,,
21-Oct-16,133330,92994,,2526817,,431701,,15762,238858,,,,,,,
22-Oct-16,133395,92990,,2529239,,432027,,15777,239039,,,,,,,
23-Oct-16,133486,92976,,2532492,,432981,,15793,239348,,,,,,,
24-Oct-16,133564,92958,,2534581,,433514,,15818,239625,,,,,,,
25-Oct-16,133630,92959,,2536150,,433851,,15883,239831,,,,,,,
26-Oct-16,133703,92949,,2537998,,434113,,,240192,,,,,,,
27-Oct-16,133756,92943,,2540635,,434340,,15939,240557,,,,,,,
28-Oct-16,133820,92937,,2542402,,434484,,16165,240884,,,,,,,
29-Oct-16,133957,92944,,2546404,,434855,,16176,241379,,,,,,,
30-Oct-16,134213,92959,,2550790,,435292,,16214,242031,,,,,,,
31-Oct-16,134301,92952,,2552373,,435404,,16266,242167,,,,,,,
1-Nov-16,134457,92950,,2554229,,435506,,16277,242398,,,,,,,
2-Nov-16,134317,92917,,2553933,,435254,,16319,242188,,,,,,,
3-Nov-16,134384,,,2555542,,435504,,16336,242362,,,,,,,
4-Nov-16,134439,92909,,2556747,,435647,,16346,242741,,,,,,,
5-Nov-16,134602,92896,,2558960,,435982,,16396,243426,,,,,,,
6-Nov-16,134737,92877,,2561430,,436214,,16421,244167,,,,,,,
7-Nov-16,134831,92869,,2562906,,436292,,16440,244557,,,,,,,
8-Nov-16,135049,92865,,2564753,,436405,,16449,245001,,,,,,,
9-Nov-16,135420,,,2566900,,436491,,16461,245360,,,,,,,
10-Nov-16,135706,,,2568350,,436621,,16468,245680,,,,,,,
11-Nov-16,136052,92862,,2570354,,436702,,16492,245954,,,,,,,
12-Nov-16,136393,92850,,2572880,,436898,,16495,246409,,,,,,,
13-Nov-16,136739,92842,,2575324,,437077,,16512,246762,,,,,,,
14-Nov-16,136990,92832,,2576641,,437183,,16515,246979,,,,,,,
15-Nov-16,137248,92828,,2578533,,437231,,16517,247156,,,,,,,
16-Nov-16,137404,92817,,2580033,,437269,,16558,247354,,,,,,,
17-Nov-16,137435,92815,,2580402,,437283,,16576,247488,,,,,,,
18-Nov-16,137587,92803,,2583067,,437352,,,248330,,,,,,,
19-Nov-16,137780,92786,,2586082,,437453,,16635,248772,,,,,,,
20-Nov-16,138128,92794,,2588672,,437582,,16663,249326,,,,,,,
21-Nov-16,138281,92780,,2590396,,437603,,16676,249690,,,,,,,
22-Nov-16,138616,,,2592085,,437720,,16684,250073,,,,,,,
23-Nov-16,138876,92776,,2594515,,437820,,,250554,,,,,,,
24-Nov-16,139259,92771,,2599115,,437922,,16738,251038,,,,,,,
25-Nov-16,139694,92760,,2602649,,438106,,16759,251494,,,,,,,
26-Nov-16,140051,92752,,2606403,,438243,,16769,252051,,,,,,,
27-Nov-16,140505,92748,,2610632,,438501,,,252717,,,,,,,
28-Nov-16,140745,92742,,2614268,,438694,,,253042,,,,,,,
29-Nov-16,140878,92734,,2616230,,438985,,16899,253400,,,,,,,
30-Nov-16,141004,92718,,2618621,,439072,,,253630,,,,,,,
1-Dec-16,141211,,,2620782,,439245,,16903,253909,,,,,,,
2-Dec-16,141597,92702,,2622626,,439355,,,254109,,,,,,,
3-Dec-16,142338,92686,,2625618,,439436,,16948,254662,,,,,,,
4-Dec-16,143783,92677,,2628748,,439582,,,255322,,,,,,,
5-Dec-16,144664,92668,,2630895,,439658,,,255725,,,,,,,
6-Dec-16,145185,92645,,2632902,,439731,,17021,256016,,,,,,,
7-Dec-16,145733,92641,,2635839,,439823,,,256275,,,,,,,
8-Dec-16,146106,92634,,2638739,,439873,,,256498,,,,,,,
9-Dec-16,146346,92633,,2641179,,439888,,17043,256763,,,,,,,
10-Dec-16,146820,92625,,2645113,,439894,,,257105,,,,,,,
11-Dec-16,147276,92619,,2648967,,440017,,,257450,,,,,,,
12-Dec-16,147737,92610,,2652096,,440182,,,257746,,,,,,,
13-Dec-16,148213,92607,,2654468,,440271,,17155,257989,,,,,,,
14-Dec-16,148570,,,2656348,,440399,,17166,258179,,,,,,,
15-Dec-16,148855,92602,,2658119,,440458,,17168,258363,,,,,,,
16-Dec-16,149202,92600,,2660176,,440556,,,258556,,,,,,,
17-Dec-16,149776,92594,,2662787,,440657,,,258937,,,,,,,
18-Dec-16,151026,92586,,2666504,,440805,,,259507,,,,,,,
19-Dec-16,153368,92582,,2669906,,440912,,,259942,,,,,,,
20-Dec-16,155058,92577,,2672861,,441015,,17320,260359,,,,,,,
21-Dec-16,156286,92563,,2675252,,441170,,17333,261039,,,,,,,
22-Dec-16,157387,92554,,2677713,,441328,,17341,262580,,,,,,,
23-Dec-16,158932,92547,,2680547,,441464,,17407,263687,,,,,,,
24-Dec-16,159853,92531,,2682655,,441516,,,264475,,,,,,,
25-Dec-16,160504,92522,,2687939,,441887,,17400,265296,,,,,,,
26-Dec-16,161045,92510,,2691854,,442187,,17410,266197,,,,,,,
27-Dec-16,161787,92500,,2695358,,442404,,17449,267102,,,,,,,
28-Dec-16,162582,92485,,2698697,,442671,,17455,267859,,,,,,,
29-Dec-16,163503,92475,,2702368,,442981,,,269142,,,,,,,
30-Dec-16,164320,92458,,2707042,,443285,,17486,271038,,,,,,,
31-Dec-16,164950,92442,,2710765,,443574,,17536,272389,,,,,,,
1-Jan-17,165464,92435,,2714196,,443798,,17558,273554,,,,,,,
2-Jan-17,165956,92429,,2718074,,444149,,17567,274896,,,,,,,
3-Jan-17,166281,92428,,2721522,,444422,,17628,275785,,,,,,,
4-Jan-17,166558,92421,,2723973,,444603,,17644,276568,,,,,,,
5-Jan-17,166900,92414,,2726192,,444771,,17664,277126,,,,,,,
6-Jan-17,167253,92403,,2728537,,444958,,17690,277638,,,,,,,
7-Jan-17,167723,92412,,2731412,,445285,,17685,278431,,,,,,,
8-Jan-17,168208,92413,,2734173,,445609,,17708,279894,,,,,,,
9-Jan-17,168646,92402,,2736360,,445772,,17727,280734,,,,,,,
10-Jan-17,169085,92398,,2738949,,446060,,17730,281263,,,,,,,
11-Jan-17,169405,92385,,2741417,,446368,,,281785,,,,,,,
12-Jan-17,169683,92379,,2743352,,446562,,17923,282326,,,,,,,
13-Jan-17,170026,92369,,2745442,,446832,,18046,282783,,,,,,,
14-Jan-17,170428,92354,,2749334,,447066,,18103,283647,,,,,,,
15-Jan-17,170800,92330,,2753173,,447282,,18202,285344,,,,,,,
16-Jan-17,171200,92324,,2756048,,447548,,18295,286138,,,,,,,
17-Jan-17,171408,92300,,2757417,,447641,,18358,286495,,,,,,,
18-Jan-17,171646,92292,,2759349,,447832,,18387,286960,,,,,,,
19-Jan-17,171867,92291,,2761330,,447972,,18393,287295,,,,,,,
20-Jan-17,172157,92296,,2764085,,448160,,18412,287628,,,,,,,
21-Jan-17,172541,92093,,2768686,,449085,,18432,288193,,,,,,,
22-Jan-17,172939,92059,,2773254,,449662,,18484,288884,,,,,,,
23-Jan-17,173075,92074,,2776031,,449931,,18497,289256,,,,,,,
24-Jan-17,173234,92073,,2778667,,450129,,18518,289593,,,,,,,
25-Jan-17,173505,92068,,2780924,,450313,,18577,289890,,,,,,,
26-Jan-17,173799,92063,,2782315,,450401,,18574,290155,,,,,,,
27-Jan-17,174068,91871,,2784609,,450545,,18593,290460,,,,,,,
28-Jan-17,174588,91817,,2788177,,450724,,18590,290913,,,,,,,
29-Jan-17,175104,91796,,2791348,,450999,,18637,291434,,,,,,,
30-Jan-17,175338,91783,,2793074,,451103,,18643,291671,,,,,,,
31-Jan-17,175623,91788,,2794799,,451252,,18654,291862,,,,,,,
1-Feb-17,175999,91776,,2797336,,451430,,18699,292425,,,,,,,
2-Feb-17,176420,91771,,2799156,,451524,,18719,292975,,,,,,,
3-Feb-17,176724,91883,,2801335,,451606,,18731,293343,,,,,,,
4-Feb-17,177086,91962,,2804550,,451874,,18736,293939,,,,,,,
5-Feb-17,177538,91972,,2807937,,452151,,,294436,,,,,,,
6-Feb-17,177828,91977,,2809680,,452207,,18761,294672,,,,,,,
7-Feb-17,178081,91973,,2811000,,452307,,18781,294960,,,,,,,
8-Feb-17,178332,91978,,2813296,,452427,,,295275,,,,,,,
9-Feb-17,178620,,,2814861,,452615,,18791,295579,,,,,,,
10-Feb-17,178918,91974,,2816901,,452795,,18788,295861,,,,,,,
11-Feb-17,179314,91987,,2820233,,452975,,18833,296251,,,,,,,
12-Feb-17,179651,91993,,2823346,,453148,,18842,296629,,,,,,,
13-Feb-17,179853,91998,,2825406,,453321,,18856,296876,,,,,,,
14-Feb-17,180096,91999,,2827210,,453422,,18866,297059,,,,,,,
15-Feb-17,180285,91990,,2828838,,453610,,18874,297257,,,,,,,
16-Feb-17,180491,91981,,2830588,,453749,,18876,297459,,,,,,,
17-Feb-17,180723,91991,,2832464,,453908,,18880,297650,,,,,,,
18-Feb-17,180909,92000,,2834893,,454086,,18926,297976,,,,,,,
19-Feb-17,181153,91997,,2837461,,454224,,18940,298255,,,,,,,
20-Feb-17,181342,91993,,2839820,,454399,,19018,298770,,,,,,,
21-Feb-17,181454,92002,,2841544,,454552,,19023,299235,,,,,,,
22-Feb-17,181876,92015,,2843446,,454768,,19094,299655,,,,,,,
23-Feb-17,182480,92022,,2846334,,455075,,19121,300189,,,,,,,
24-Feb-17,182840,92007,,2851356,,455294,,,300624,,,,,,,
25-Feb-17,183488,92015,,2856648,,455493,,19165,301200,,,,,,,
26-Feb-17,184056,92013,,2862281,,455742,,19187,301972,,,,,,,
27-Feb-17,184332,92000,,2865245,,455864,,19212,302447,,,,,,,
28-Feb-17,184600,91998,,2868105,,455975,,19216,302745,,,,,,,
1-Mar-17,184832,91987,,2870682,,456038,,19239,303001,,,,,,,
2-Mar-17,185126,91980,,2872789,,456136,,19240,303219,,,,,,,
3-Mar-17,185314,91978,,2875470,,456153,,19254,303428,,,,,,,
4-Mar-17,185577,91983,,2879548,,456271,,19300,303862,,,,,,,
5-Mar-17,185950,91974,,2883399,,456435,,19346,304426,,,,,,,
6-Mar-17,186172,91973,,2885503,,456544,,19358,305212,,,,,,,
7-Mar-17,186593,91970,,2887308,,456650,,19391,305720,,,,,,,
8-Mar-17,186937,91954,,2888425,,456651,,19405,305984,,,,,,,
9-Mar-17,187249,91958,,2890511,,456677,,19414,306266,,,,,,,
10-Mar-17,187669,91961,,2892713,,456731,,19420,306543,,,,,,,
11-Mar-17,188204,91964,,2895771,,456867,,19453,306987,,,,,,,
12-Mar-17,188892,91960,,2898695,,457013,,19486,307467,,,,,,,
13-Mar-17,189260,91951,,2900552,,457001,,19497,307720,,,,,,,
14-Mar-17,189614,91940,,2903189,,457096,,,308014,,,,,,,
15-Mar-17,189831,91932,,2905260,,457254,0,19584,308136,,,,,,,
16-Mar-17,190019,,,2906962,,457325,,19585,308247,,,,,,,
17-Mar-17,190267,91923,,2908863,,457470,,19606,308516,,,,,,,
18-Mar-17,190552,91906,,2912575,,457817,,19768,308877,,,,,,,
19-Mar-17,190943,91898,,2918461,,458045,,19782,309410,,,,,,,
20-Mar-17,191189,91889,,2920315,,458257,,19783,309739,,,,,,,
21-Mar-17,191401,91881,,2921548,,458592,,19790,309931,,,,,,,
22-Mar-17,191579,91879,,2923123,,459001,,19812,310160,,,,,,,
23-Mar-17,191780,,,2924447,,459283,,19830,310312,,,,,,,
24-Mar-17,191965,91880,,2925893,,459479,,19847,310520,,,,,,,
25-Mar-17,192338,91882,,2928124,,460025,,19851,310851,,,,,,,
26-Mar-17,192848,91868,,2930157,,460422,,19863,311132,,,,,,,
27-Mar-17,193177,91855,,2931496,,460707,,19914,311331,,,,,,,
28-Mar-17,193460,,,2932733,,460872,,19917,311530,,,,,,,
29-Mar-17,193719,91846,,2934107,,461036,,19925,311672,,,,,,,
30-Mar-17,193887,,,2935474,,461219,,,311979,,,,,,,
31-Mar-17,194072,91841,,2937310,,461498,,20010,312235,,,,,,,
1-Apr-17,194489,91838,,2939715,,461970,,20015,312575,,,,,,,
2-Apr-17,194984,91837,,2941747,,462439,,,312992,,,,,,,
3-Apr-17,195221,91823,,2943511,,462723,,20043,313277,,,,,,,
4-Apr-17,195438,91826,,2945411,,462892,,20045,313498,,,,,,,
5-Apr-17,195663,91824,,2947015,,463266,,20070,313732,,,,,,,
6-Apr-17,195903,91826,,2948713,,463532,,20083,313987,,,,,,,
7-Apr-17,196125,91820,,2950633,,463812,,20094,314169,,,,,,,
8-Apr-17,196325,91816,,2953018,,464164,,20114,314377,,,,,,,
9-Apr-17,196622,91809,,2955610,,464650,,20135,314671,,,,,,,
10-Apr-17,196907,91804,,2957800,,465379,,20151,315178,,,,,,,
11-Apr-17,197276,91799,,2959628,,465970,,20159,316932,,,,,,,
12-Apr-17,197540,91801,,2961707,,466337,,20194,317532,,,,,,,
13-Apr-17,197820,91799,,2963658,,466643,,20203,318268,,,,,,,
14-Apr-17,198070,91795,,2965641,,467135,,20227,319135,,,,,,,
15-Apr-17,198312,91793,,2968157,,467520,,20280,319935,,,,,,,
16-Apr-17,198499,91781,,2970686,,467896,,20305,320746,,,,,,,
17-Apr-17,198689,91774,,2972635,,468244,,20299,321414,,,,,,,
18-Apr-17,198905,91767,,2974329,,468490,,20356,321824,,,,,,,
19-Apr-17,199104,91773,,2975942,,468748,,20358,322164,,,,,,,
20-Apr-17,199315,91771,,2977349,,469080,,20364,322478,,,,,,,
21-Apr-17,199569,91758,,2978541,,469429,,20369,322746,,,,,,,
22-Apr-17,199940,91757,,2980703,,469805,,20368,323238,,,,,,,
23-Apr-17,200320,91755,,2983219,,470174,,20378,323857,,,,,,,
24-Apr-17,200567,91747,,2984568,,470373,,20400,324194,,,,,,,
25-Apr-17,200764,91744,,2986040,,470619,,20432,324340,,,,,,,
26-Apr-17,200943,91738,,2987085,,470824,,20431,324519,,,,,,,
27-Apr-17,201143,91730,,2988082,,470963,,20440,324792,,,,,,,
28-Apr-17,201385,91721,,2989244,,471112,,20455,325095,,,,,,,
29-Apr-17,201934,91713,,2991290,,471289,,20471,325599,,,,,,,
30-Apr-17,202608,91717,,2993718,,471593,,20482,326353,,,,,,,
1-May-17,203216,91715,,2995558,,471766,,20498,327046,,,,,,,
2-May-17,203825,91695,,2996740,,471971,,20500,327493,,,,,,,
3-May-17,204303,91694,,2998205,,472220,,20523,327945,,,,,,,
4-May-17,204697,91681,,2999601,,472355,,20524,328295,,,,,,,
5-May-17,204899,,,3001195,,472515,,20575,328635,,,,,,,
6-May-17,205193,91683,,3003285,,473053,,,329070,,,,,,,
7-May-17,205566,91680,,3005440,,473537,,20586,329394,,,,,,,
8-May-17,205804,91676,,3006476,,473759,,20593,329575,,,,,,,
9-May-17,205937,91670,,3007970,,473977,,20650,329793,,,,,,,
10-May-17,206079,91674,,3009661,,474220,,20654,330016,,,,,,,
11-May-17,206271,91667,,3010906,,474442,,20683,330175,,,,,,,
12-May-17,206409,91652,,3011913,,474598,,,330344,,,,,,,
13-May-17,206588,91647,,3013594,,474900,,20717,330656,,,,,,,
14-May-17,206783,91637,,3015659,,475284,,20727,330863,,,,,,,
15-May-17,206959,91628,,3016922,,475502,,20778,330973,,,,,,,
16-May-17,207221,91623,,3018175,,475715,,20784,331123,,,,,,,
17-May-17,207417,91627,,3019511,,476377,,20807,331266,,,,,,,
18-May-17,207552,91610,,3019920,,476332,,20808,331313,,,,,,,
19-May-17,207719,91604,,3021130,,476699,,20848,331487,,,,,,,
20-May-17,207988,91599,,3023051,,477029,,20854,331720,,,,,,,
21-May-17,208312,91596,,3024977,,477507,,20863,331924,,,,,,,
22-May-17,208454,91586,,3026184,,477943,,20867,332076,,,,,,,
23-May-17,208646,91579,,3027309,,478259,,20872,332260,,,,,,,
24-May-17,208801,91569,,3028528,,478510,,20900,332393,,,,,,,
25-May-17,208924,91560,,3029680,,478747,,20914,332525,,,,,,,
26-May-17,209052,91558,,3030678,,478980,,20928,332590,,,,,,,
27-May-17,209257,91555,,3031856,,479258,,20944,332765,,,,,,,
28-May-17,209399,91542,,3033882,,479530,,20943,332966,,,,,,,
29-May-17,209532,91532,,3035763,,480072,,20953,333121,,,,,,,
30-May-17,209709,91523,,3037349,,480497,,21020,333242,,,,,,,
31-May-17,209860,91511,,3038686,,480795,,21022,333390,,,,,,,
1-Jun-17,210019,,,3040137,,481061,,21025,333485,,,,,,,
2-Jun-17,210409,91507,,3041785,,481670,,21041,333622,,,,,,,
3-Jun-17,210806,91503,,3044209,,482576,,21046,333815,,,,,,,
4-Jun-17,212840,91493,,3046653,,483366,,21072,333991,,,,,,,
5-Jun-17,215012,91491,,3049116,,484118,,21078,334184,,,,,,,
6-Jun-17,216164,91488,,3051224,,484830,,21079,334379,,,,,,,
7-Jun-17,217063,91489,,3053093,,485344,,21080,334602,,,,,,,
8-Jun-17,217926,91485,,3055055,,485814,,21076,334821,,,,,,,
9-Jun-17,218729,91483,,3057441,,486571,,21077,335151,,,,,,,
10-Jun-17,219526,91478,,3060102,,487218,,,335524,,,,,,,
11-Jun-17,220216,91483,,3062958,,488039,,21115,335860,,,,,,,
12-Jun-17,220661,91484,,3064995,,488624,,21173,336049,,,,,,,
13-Jun-17,220995,91505,,3067508,,489171,,21181,336298,,,,,,,
14-Jun-17,221354,91502,,3069725,,489570,,,336542,,,,,,,
15-Jun-17,221799,91490,,3072065,,489925,,21194,336774,,,,,,,
16-Jun-17,222279,91482,,3074848,,490371,,21193,337042,,,,,,,
17-Jun-17,222702,91478,,3077362,,490721,,21200,337304,,,,,,,
18-Jun-17,223012,91472,,3080105,,491119,,21211,337454,,,,,,,
19-Jun-17,223538,91467,,3083674,,491680,,21234,337621,,,,,,,
20-Jun-17,224047,91459,,3086399,,492457,,21264,337771,,,,,,,
21-Jun-17,224654,91454,,3088911,,493032,,,338006,,,,,,,
22-Jun-17,225350,91450,,3091869,,493564,,21262,338266,,,,,,,
23-Jun-17,225972,91442,,3094624,,494146,,21264,338537,,,,,,,
24-Jun-17,226456,,,3097522,,494584,,21294,338815,,,,,,,
25-Jun-17,226985,91440,,3100739,,495301,,,339117,,,,,,,
26-Jun-17,227497,91414,,3103416,,495879,0,21306,339369,,,,,,,
27-Jun-17,227859,91413,,3106580,,496415,,21308,339610,,,,,,,
28-Jun-17,228235,91409,,3109636,,496828,,21336,339863,,,,,,,
29-Jun-17,228703,91392,,3112007,,497230,,21344,340095,,,,,,,
30-Jun-17,229200,91394,,3115531,,497602,,21361,340347,,,,,,,
1-Jul-17,229737,91387,,3119008,,498088,,,340601,,,,,,,
2-Jul-17,230206,91374,,3121802,,498853,,21408,340886,,,,,,,
3-Jul-17,230557,91364,,3124298,,499330,,21414,341077,,,,,,,
4-Jul-17,230918,91358,,3126926,,500205,,21431,341301,,,,,,,
5-Jul-17,231375,91357,,3129429,,500778,,21463,341494,,,,,,,
6-Jul-17,231819,91343,,3132931,,501638,,21458,341716,,,,,,,
7-Jul-17,232202,91342,,3136575,,503146,,21483,342004,,,,,,,
8-Jul-17,232532,91340,,3139441,,503839,,21491,342196,,,,,,,
9-Jul-17,232924,91342,,3142809,,504696,,21495,342438,,,,,,,
10-Jul-17,233278,91336,,3145833,,505416,,21507,342637,,,,,,,
11-Jul-17,233515,91321,,3148528,,506103,,21522,342869,,,,,,,
12-Jul-17,233873,,,3152347,,506850,,,343141,,,,,,,
13-Jul-17,234754,,,3155522,,507624,,21546,343431,,,,,,,
14-Jul-17,235709,91317,,3157839,,508092,,21560,343615,,,,,,,
15-Jul-17,236417,91304,,3162103,,508582,,21576,343864,,,,,,,
16-Jul-17,237123,91296,,3166472,,509347,,21615,344024,,,,,,,
17-Jul-17,237848,91300,,3170187,,510071,,21600,344263,,,,,,,
18-Jul-17,238528,91294,,3174123,,510804,,21601,344487,,,,,,,
19-Jul-17,239188,,,3178309,,511641,,21632,344750,,,,,,,
20-Jul-17,239780,91285,,3182432,,513241,,21643,345051,,,,,,,
21-Jul-17,240352,91279,,3186114,,513814,,21658,345008,,,,,,,
22-Jul-17,241234,,,3189914,,514266,,21664,345955,,,,,,,
23-Jul-17,242108,91270,,3194288,,514815,,21688,346997,,,,,,,
24-Jul-17,243121,91267,,3198749,,515399,,21710,347800,,,,,,,
25-Jul-17,243893,91269,,3202535,,515785,,21720,348432,,,,,,,
26-Jul-17,244736,91271,,3207277,,516271,,21743,349152,,,,,,,
27-Jul-17,245511,91264,,3212595,,517008,,21774,349718,,,,,,,
28-Jul-17,246009,,,3217557,,517462,,21815,350223,,,,,,,
29-Jul-17,246759,,,3222324,,517797,,,350625,,,,,,,
30-Jul-17,247882,91254,,3226726,,518269,,21847,351105,,,,,,,
31-Jul-17,248150,91194,,3224686,,518256,,21845,351154,,,,,,,
1-Aug-17,249075,91195,,3228142,,518631,,21979,351601,,,,,,,
2-Aug-17,250399,91237,,3234340,,519156,,22068,351841,,,,,,,
3-Aug-17,251495,91242,,3238594,,520094,,22090,352108,,,,,,,
4-Aug-17,253191,91235,,3242292,,521007,,,352391,,,,,,,
5-Aug-17,254840,91222,,3245724,,522009,,22141,352743,,,,,,,
6-Aug-17,256969,91234,,3249482,,522905,,22143,353023,,,,,,,
7-Aug-17,260275,91238,,3253652,,523775,,22239,353380,,,,,,,
8-Aug-17,263843,91233,,3256601,,524573,,,353904,,,,,,,
9-Aug-17,266244,,,3260207,,525666,,22238,354516,,,,,,,
10-Aug-17,267647,91229,,3263165,,526092,,22240,354933,,,,,,,
11-Aug-17,268557,,,3266674,,526561,,22267,355506,,,,,,,
12-Aug-17,269577,91218,,3270065,,527293,,22272,355987,,,,,,,
13-Aug-17,270623,91210,,3272758,,527901,,22275,356735,,,,,,,
14-Aug-17,271547,91202,,3275875,,528737,,22300,358102,,,,,,,
15-Aug-17,272219,91205,,3278326,,529345,,22293,359200,,,,,,,
16-Aug-17,272860,91193,,3280773,,530131,,22313,360030,,,,,,,
17-Aug-17,273875,,,3282792,,530916,,22322,360744,,,,,,,
18-Aug-17,275017,91175,,3285896,,531815,,,361315,,,,,,,
19-Aug-17,276197,91165,,3288766,,532598,,22327,362001,,,,,,,
20-Aug-17,277562,91160,,3291556,,533317,,22332,362617,,,,,,,
21-Aug-17,278403,91151,,3294479,,534018,,22340,363030,,,,,,,
22-Aug-17,279298,91145,,3296868,,534567,,22345,363361,,,,,,,
23-Aug-17,280142,91139,,3299212,,535069,,22354,363764,,,,,,,
24-Aug-17,280964,91130,,3302508,,535689,,22410,364121,,,,,,,
25-Aug-17,281532,91106,,3304781,,536155,,,364415,,,,,,,
26-Aug-17,282252,91105,,3307977,,536587,,22456,364737,,,,,,,
27-Aug-17,283171,91106,,3310671,,537265,,22462,365111,,,,,,,
28-Aug-17,283733,91100,,3312874,,537491,,22485,365443,,,,,,,
29-Aug-17,284203,91090,,3315483,,537891,,22502,365787,,,,,,,
30-Aug-17,284708,91076,,3318040,,538369,,22548,366049,,,,,,,
31-Aug-17,285310,91079,,3321067,,538808,,22551,366202,,,,,,,
1-Sep-17,285916,91075,,3323994,,539196,,22568,366462,,,,,,,
2-Sep-17,286484,91068,,3327220,,539623,,22566,366681,,,,,,,
3-Sep-17,287103,91056,,3330941,,540191,1749,22583,366897,,,,,,,
4-Sep-17,287694,91054,,3335249,,540687,1880,22609,367206,,,,,,,
5-Sep-17,288574,91050,,3337689,,541004,2012,22677,367391,,,,,,,
6-Sep-17,289161,91039,,3340095,,541279,2140,,367502,,,,,,,
7-Sep-17,289976,91037,,3342331,,541577,2268,22698,367666,,,,,,,
8-Sep-17,290522,91035,,3344428,,541849,2396,22713,367830,,,,,,,
9-Sep-17,291659,91033,,3347669,,542133,2523,,368051,,,,,,,
10-Sep-17,293262,91016,,3351559,,542529,2652,,368273,,,,,,,
11-Sep-17,294164,91003,,3353635,,542746,2780,22754,368457,,,,,,,
12-Sep-17,294787,91001,,3355653,,542929,2909,22763,368626,,,,,,,
13-Sep-17,295315,,,3357200,,543195,2985,22771,368856,,,,,,,
14-Sep-17,295837,90987,,3359192,,543576,3013,22770,369045,,,,,,,
15-Sep-17,296219,90989,,3360948,,543999,3053,22772,369225,,,,,,,
16-Sep-17,296772,90974,,3363560,,544510,3102,22777,369508,,,,,,,
17-Sep-17,297519,90967,,3367178,,545093,3138,22778,369806,,,,,,,
18-Sep-17,297979,90963,,3369252,,545373,3194,22783,370136,,,,,,,
19-Sep-17,298379,90954,,3370903,,545649,3238,22800,370400,,,,,,,
20-Sep-17,298769,90953,,3372610,,545844,3266,22803,370683,,,,,,,
21-Sep-17,299170,90949,,3374428,,546102,3288,22809,370925,,,,,,,
22-Sep-17,299549,90940,,3376279,,546376,3302,22819,371092,,,,,,,
23-Sep-17,300276,90935,,3379277,,546755,3315,22820,371419,,,,,,,
24-Sep-17,300918,90931,,3382451,,547329,3342,22821,371736,,,,,,,
25-Sep-17,301467,90934,,3384910,,547728,3367,22853,371902,,,,,,,
26-Sep-17,301823,90930,,3386455,,548088,3386,,372076,,,,,,,
27-Sep-17,302118,90941,,3388021,,548298,3405,22860,372258,,,,,,,
28-Sep-17,302464,90937,,3389513,,548557,3418,22872,372428,,,,,,,
29-Sep-17,302771,90938,,3391212,,548792,3429,22880,372553,,,,,,,
30-Sep-17,303403,90932,,3394425,,549245,3444,22925,373883,,,,,,,
1-Oct-17,304362,90924,,3397966,,549711,3468,23014,375182,,,,,,,
2-Oct-17,304899,90915,,3400119,,550039,3473,23049,375950,,,,,,,
3-Oct-17,305324,90912,,3401975,,550274,3479,23062,376588,,,,,,,
4-Oct-17,305755,90909,,3403946,,550427,3532,23117,377400,,,,,,,
5-Oct-17,306134,90907,,3405671,,550572,3563,23161,377999,,,,,,,
6-Oct-17,306536,90904,,3407671,,550988,3578,23177,378354,,,,,,,
7-Oct-17,307112,90900,,3410741,,551605,3590,23185,378860,,,,,,,
8-Oct-17,307747,90878,,3414065,,552269,3601,23207,379383,,,,,,,
9-Oct-17,308317,90870,,3416378,,552885,3616,23252,379782,,,,,,,
